0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.62E-05,-0.0011635,-0.0025723,-0.004065,-0.005586,-0.0071246,-0.0086821,-0.010263,-0.011873,-0.013518,-0.015203,-0.016935,-0.01872,-0.020564,-0.022473,-0.024454,-0.026513,-0.028658,-0.030894,-0.03323,-0.035673,-0.038231,-0.040912,-0.043725,-0.046679,-0.049784,-0.053048,-0.056483,-0.060101,-0.063911,-0.067927,-0.072161,-0.076628,-0.08134,-0.086315,-0.091566,-0.097112,-0.10297,-0.10916,-0.1157,-0.12262,-0.12993,-0.13766,-0.14583,-0.15448,-0.16362,-0.1733,-0.18354,-0.19438,-0.20586,-0.21801,-0.23088,-0.24451,-0.25895,-0.27426,-0.29048,-0.30769,-0.32594,-0.3453,-0.36587,-0.38773,-0.41098,-0.43575,-0.46222,-0.49068
-0.00034419,-0.0028119,-0.0055598,-0.0084545,-0.011429,-0.014458,-0.017539,-0.020675,-0.023876,-0.02715,-0.030508,-0.033962,-0.037524,-0.041204,-0.045016,-0.048972,-0.053086,-0.05737,-0.061839,-0.066507,-0.07139,-0.076503,-0.081862,-0.087486,-0.093391,-0.099597,-0.10612,-0.11299,-0.12023,-0.12784,-0.13587,-0.14434,-0.15327,-0.1627,-0.17264,-0.18315,-0.19424,-0.20595,-0.21833,-0.23141,-0.24524,-0.25986,-0.27531,-0.29166,-0.30895,-0.32724,-0.34659,-0.36708,-0.38875,-0.4117,-0.436,-0.46174,-0.489,-0.51788,-0.54848,-0.58092,-0.61532,-0.65181,-0.69054,-0.73165,-0.77533,-0.82178,-0.87123,-0.92394,-0.98017
-0.00077208,-0.0046931,-0.0088148,-0.013095,-0.017489,-0.021976,-0.026551,-0.031218,-0.035987,-0.040872,-0.045887,-0.051048,-0.056373,-0.061878,-0.067581,-0.073502,-0.07966,-0.086074,-0.092765,-0.099756,-0.10707,-0.11473,-0.12276,-0.13118,-0.14003,-0.14933,-0.1591,-0.1694,-0.18023,-0.19165,-0.20368,-0.21637,-0.22975,-0.24387,-0.25878,-0.27451,-0.29113,-0.30869,-0.32724,-0.34684,-0.36756,-0.38947,-0.41263,-0.43713,-0.46304,-0.49045,-0.51945,-0.55014,-0.58263,-0.61702,-0.65343,-0.69199,-0.73284,-0.77611,-0.82196,-0.87057,-0.9221,-0.97676,-1.0348,-1.0963,-1.1617,-1.2312,-1.3051,-1.3837,-1.4673
-0.0013671,-0.0067387,-0.012256,-0.017922,-0.023722,-0.029644,-0.035688,-0.041862,-0.048178,-0.054653,-0.061306,-0.068157,-0.075227,-0.082541,-0.09012,-0.09799,-0.10618,-0.1147,-0.1236,-0.1329,-0.14263,-0.15282,-0.1635,-0.17471,-0.18648,-0.19885,-0.21186,-0.22556,-0.23998,-0.25517,-0.27118,-0.28807,-0.30588,-0.32467,-0.34451,-0.36545,-0.38757,-0.41094,-0.43562,-0.46171,-0.48929,-0.51844,-0.54927,-0.58187,-0.61636,-0.65284,-0.69143,-0.73228,-0.77551,-0.82128,-0.86974,-0.92105,-0.9754,-1.033,-1.094,-1.1587,-1.2272,-1.2999,-1.377,-1.4589,-1.5458,-1.6381,-1.7361,-1.8403,-1.9509
-0.002125,-0.008926,-0.015839,-0.022891,-0.030085,-0.037426,-0.044919,-0.052578,-0.060418,-0.068462,-0.07673,-0.085249,-0.094045,-0.10315,-0.11258,-0.12238,-0.13257,-0.1432,-0.15428,-0.16587,-0.17799,-0.19068,-0.20399,-0.21796,-0.23263,-0.24805,-0.26427,-0.28134,-0.29932,-0.31825,-0.33822,-0.35926,-0.38147,-0.40489,-0.42962,-0.45573,-0.48331,-0.51244,-0.54321,-0.57574,-0.61012,-0.64646,-0.68489,-0.72553,-0.76852,-0.814,-0.86211,-0.91303,-0.96692,-1.024,-1.0844,-1.1483,-1.2161,-1.2878,-1.3639,-1.4444,-1.5298,-1.6204,-1.7165,-1.8184,-1.9265,-2.0413,-2.1632,-2.2926,-2.4298
-0.0030408,-0.011244,-0.019541,-0.027968,-0.036545,-0.045287,-0.05421,-0.063331,-0.072673,-0.08226,-0.092121,-0.10228,-0.11278,-0.12365,-0.13491,-0.14661,-0.15879,-0.17148,-0.18473,-0.19858,-0.21306,-0.22823,-0.24415,-0.26084,-0.27838,-0.29682,-0.31621,-0.33662,-0.35811,-0.38075,-0.40462,-0.42979,-0.45634,-0.48435,-0.51392,-0.54514,-0.57811,-0.61295,-0.64975,-0.68864,-0.72975,-0.77321,-0.81916,-0.86776,-0.91916,-0.97353,-1.0311,-1.0919,-1.1564,-1.2246,-1.2968,-1.3732,-1.4542,-1.54,-1.6309,-1.7272,-1.8292,-1.9374,-2.0522,-2.1739,-2.3029,-2.4399,-2.5852,-2.7394,-2.9028
-0.0041085,-0.013683,-0.023343,-0.033129,-0.043072,-0.053197,-0.063527,-0.074088,-0.084906,-0.096012,-0.10744,-0.11922,-0.13139,-0.14399,-0.15706,-0.17064,-0.18477,-0.1995,-0.21488,-0.23095,-0.24777,-0.26538,-0.28386,-0.30325,-0.32362,-0.34503,-0.36755,-0.39125,-0.41621,-0.44251,-0.47023,-0.49946,-0.5303,-0.56284,-0.59719,-0.63345,-0.67175,-0.71221,-0.75496,-0.80013,-0.84788,-0.89836,-0.95173,-1.0082,-1.0679,-1.131,-1.1979,-1.2686,-1.3434,-1.4226,-1.5064,-1.5952,-1.6893,-1.7888,-1.8943,-2.0061,-2.1246,-2.2501,-2.3832,-2.5244,-2.6741,-2.8328,-3.0012,-3.1797,-3.3689
-0.005321,-0.016234,-0.02723,-0.038353,-0.049641,-0.061126,-0.07284,-0.084815,-0.097083,-0.10968,-0.12264,-0.13601,-0.14983,-0.16413,-0.17897,-0.19439,-0.21044,-0.22718,-0.24465,-0.26291,-0.28202,-0.30204,-0.32304,-0.34507,-0.36822,-0.39256,-0.41816,-0.4451,-0.47348,-0.50338,-0.53489,-0.56812,-0.60318,-0.64017,-0.67922,-0.72045,-0.76399,-0.80999,-0.85858,-0.90994,-0.96422,-1.0216,-1.0823,-1.1465,-1.2143,-1.2861,-1.3621,-1.4424,-1.5275,-1.6175,-1.7128,-1.8137,-1.9206,-2.0337,-2.1536,-2.2806,-2.4151,-2.5577,-2.7089,-2.8691,-3.039,-3.219,-3.41,-3.6123,-3.8268
-0.0066709,-0.018888,-0.031189,-0.043621,-0.056228,-0.069048,-0.082119,-0.095479,-0.10917,-0.12322,-0.13769,-0.15261,-0.16804,-0.18401,-0.20059,-0.21781,-0.23575,-0.25444,-0.27397,-0.29437,-0.31573,-0.33811,-0.36158,-0.38622,-0.4121,-0.43931,-0.46793,-0.49805,-0.52978,-0.5632,-0.59844,-0.6356,-0.6748,-0.71616,-0.75982,-0.80592,-0.8546,-0.90603,-0.96037,-1.0178,-1.0785,-1.1427,-1.2105,-1.2822,-1.3581,-1.4384,-1.5233,-1.6131,-1.7082,-1.8089,-1.9154,-2.0282,-2.1476,-2.274,-2.408,-2.5498,-2.7002,-2.8594,-3.0282,-3.2071,-3.3967,-3.5977,-3.8107,-4.0364,-4.2756
