TITLE = NACA GRID 
VARIABLES = "Xcorner", "Ycorner" 
ZONE T = "Grid",  I=129 , J=65, F=POINT 
1 0
0.9994 -8.62e-05
0.99759 -0.00034419
0.99459 -0.00077208
0.99039 -0.0013671
0.98502 -0.002125
0.97847 -0.0030408
0.97077 -0.0041085
0.96194 -0.005321
0.95199 -0.0066709
0.94096 -0.0081496
0.92886 -0.0097484
0.91573 -0.011458
0.9016 -0.013268
0.88651 -0.01517
0.87048 -0.017152
0.85355 -0.019204
0.83578 -0.021316
0.8172 -0.023478
0.79785 -0.025679
0.77778 -0.027907
0.75705 -0.030152
0.7357 -0.032404
0.71378 -0.03465
0.69134 -0.03688
0.66844 -0.039082
0.64514 -0.041244
0.62149 -0.043352
0.59755 -0.045396
0.57337 -0.047362
0.54901 -0.049236
0.52453 -0.051006
0.5 -0.052656
0.47547 -0.054175
0.45099 -0.055547
0.42663 -0.05676
0.40245 -0.057799
0.37851 -0.058653
0.35486 -0.05931
0.33156 -0.059758
0.30866 -0.059987
0.28622 -0.059989
0.2643 -0.059756
0.24295 -0.059282
0.22221 -0.058564
0.20215 -0.057598
0.1828 -0.056384
0.16422 -0.054924
0.14645 -0.05322
0.12952 -0.051278
0.11349 -0.049104
0.098396 -0.046705
0.084265 -0.044091
0.071136 -0.041273
0.059039 -0.038261
0.048005 -0.035067
0.03806 -0.031704
0.029228 -0.028182
0.02153 -0.024515
0.014984 -0.020713
0.0096073 -0.016786
0.0054117 -0.012744
0.0024076 -0.008595
0.00060228 -0.0043452
0 0
0.00060228 0.0043452
0.0024076 0.008595
0.0054117 0.012744
0.0096073 0.016786
0.014984 0.020713
0.02153 0.024515
0.029228 0.028182
0.03806 0.031704
0.048005 0.035067
0.059039 0.038261
0.071136 0.041273
0.084265 0.044091
0.098396 0.046705
0.11349 0.049104
0.12952 0.051278
0.14645 0.05322
0.16422 0.054924
0.1828 0.056384
0.20215 0.057598
0.22221 0.058564
0.24295 0.059282
0.2643 0.059756
0.28622 0.059989
0.30866 0.059987
0.33156 0.059758
0.35486 0.05931
0.37851 0.058653
0.40245 0.057799
0.42663 0.05676
0.45099 0.055547
0.47547 0.054175
0.5 0.052656
0.52453 0.051006
0.54901 0.049236
0.57337 0.047362
0.59755 0.045396
0.62149 0.043352
0.64514 0.041244
0.66844 0.039082
0.69134 0.03688
0.71378 0.03465
0.7357 0.032404
0.75705 0.030152
0.77778 0.027907
0.79785 0.025679
0.8172 0.023478
0.83578 0.021316
0.85355 0.019204
0.87048 0.017152
0.88651 0.01517
0.9016 0.013268
0.91573 0.011458
0.92886 0.0097484
0.94096 0.0081496
0.95199 0.0066709
0.96194 0.005321
0.97077 0.0041085
0.97847 0.0030408
0.98502 0.002125
0.99039 0.0013671
0.99459 0.00077208
0.99759 0.00034419
0.9994 8.62e-05
1 0
0.99965 0
0.99965 -0.0011635
0.99822 -0.0028119
0.99546 -0.0046931
0.99144 -0.0067387
0.9862 -0.008926
0.97976 -0.011244
0.97216 -0.013683
0.96341 -0.016234
0.95353 -0.018888
0.94255 -0.021635
0.9305 -0.024463
0.91741 -0.027361
0.9033 -0.030316
0.88822 -0.033318
0.8722 -0.036354
0.85527 -0.03941
0.83748 -0.042474
0.81887 -0.045534
0.79948 -0.048577
0.77937 -0.05159
0.75858 -0.05456
0.73715 -0.057474
0.71515 -0.060319
0.69262 -0.063083
0.66962 -0.065752
0.6462 -0.068312
0.62243 -0.070752
0.59835 -0.073057
0.57402 -0.075213
0.54951 -0.077208
0.52487 -0.079027
0.50016 -0.080658
0.47545 -0.082087
0.45078 -0.0833
0.42623 -0.084286
0.40184 -0.085033
0.37769 -0.085528
0.35382 -0.085763
0.3303 -0.085727
0.30718 -0.085412
0.28451 -0.084811
0.26237 -0.083919
0.24078 -0.082733
0.21982 -0.08125
0.19953 -0.07947
0.17996 -0.077395
0.16116 -0.075027
0.14317 -0.072373
0.12604 -0.069438
0.10981 -0.066232
0.094518 -0.062764
0.080203 -0.059046
0.066898 -0.055091
0.054638 -0.05091
0.043451 -0.046519
0.033364 -0.041933
0.024403 -0.037165
0.01659 -0.032231
0.0099425 -0.027145
0.0044784 -0.021923
0.00021138 -0.016579
-0.0028469 -0.01113
-0.0046869 -0.0055938
-0.0053012 1.18e-07
-0.0046867 0.005594
-0.0028466 0.01113
0.00021183 0.016579
0.004479 0.021923
0.0099432 0.027145
0.016591 0.03223
0.024404 0.037164
0.033365 0.041931
0.043452 0.046518
0.054639 0.050908
0.0669 0.055088
0.080204 0.059044
0.09452 0.062761
0.10981 0.066229
0.12604 0.069434
0.14317 0.072368
0.16116 0.075022
0.17996 0.077389
0.19953 0.079464
0.21982 0.081244
0.24079 0.082726
0.26237 0.083912
0.28452 0.084803
0.30718 0.085403
0.3303 0.085718
0.35382 0.085754
0.37769 0.085519
0.40184 0.085023
0.42623 0.084276
0.45078 0.08329
0.47545 0.082076
0.50016 0.080648
0.52487 0.079017
0.54951 0.077197
0.57402 0.075203
0.59835 0.073046
0.62243 0.070742
0.6462 0.068302
0.66962 0.065742
0.69262 0.063073
0.71515 0.06031
0.73715 0.057465
0.75858 0.054551
0.77937 0.051582
0.79948 0.048569
0.81887 0.045527
0.83748 0.042468
0.85527 0.039404
0.8722 0.036348
0.88822 0.033313
0.9033 0.030312
0.91741 0.027356
0.9305 0.024459
0.94255 0.021632
0.95353 0.018886
0.96341 0.016232
0.97216 0.013681
0.97976 0.011242
0.9862 0.0089251
0.99144 0.0067381
0.99546 0.0046928
0.99822 0.0028117
0.99965 0.0011634
0.99965 0
1.0018 0
1.0018 -0.0025723
1.0005 -0.0055598
0.99795 -0.0088148
0.99408 -0.012256
0.98896 -0.015839
0.98261 -0.019541
0.97508 -0.023343
0.96638 -0.02723
0.95654 -0.031189
0.94559 -0.035207
0.93354 -0.039269
0.92044 -0.043361
0.90632 -0.04747
0.8912 -0.05158
0.87512 -0.055676
0.85813 -0.059744
0.84027 -0.063769
0.82157 -0.067735
0.80208 -0.071628
0.78185 -0.075433
0.76092 -0.079135
0.73936 -0.082719
0.7172 -0.086171
0.6945 -0.089476
0.67132 -0.09262
0.64772 -0.095588
0.62374 -0.098366
0.59944 -0.10094
0.57489 -0.10329
0.55015 -0.10542
0.52527 -0.10729
0.50031 -0.10891
0.47533 -0.11026
0.4504 -0.11132
0.42557 -0.11209
0.40091 -0.11254
0.37647 -0.11269
0.35232 -0.1125
0.3285 -0.11199
0.30509 -0.11113
0.28214 -0.10993
0.2597 -0.10838
0.23782 -0.10648
0.21658 -0.10422
0.196 -0.10163
0.17615 -0.098683
0.15708 -0.0954
0.13883 -0.091786
0.12144 -0.087849
0.10497 -0.083599
0.089441 -0.079049
0.074903 -0.074213
0.061389 -0.069105
0.048932 -0.063741
0.037563 -0.058138
0.027311 -0.052312
0.0182 -0.046282
0.010254 -0.040066
0.003492 -0.033683
-0.0020677 -0.027151
-0.0064101 -0.020492
-0.0095228 -0.013729
-0.011395 -0.0068864
-0.01202 2.9e-07
-0.011395 0.006887
-0.0095221 0.013729
-0.0064091 0.020493
-0.0020663 0.027151
0.0034937 0.033682
0.010256 0.040065
0.018202 0.04628
0.027313 0.05231
0.037566 0.058135
0.048935 0.063738
0.061392 0.069101
0.074906 0.074208
0.089445 0.079043
0.10497 0.083592
0.12145 0.08784
0.13883 0.091777
0.15709 0.09539
0.17616 0.098672
0.19601 0.10161
0.21658 0.10421
0.23783 0.10646
0.2597 0.10836
0.28214 0.10991
0.30509 0.11111
0.32851 0.11197
0.35232 0.11248
0.37647 0.11267
0.40091 0.11252
0.42558 0.11207
0.4504 0.1113
0.47533 0.11024
0.50031 0.10889
0.52527 0.10727
0.55015 0.1054
0.57489 0.10327
0.59944 0.10092
0.62374 0.098345
0.64772 0.095567
0.67132 0.0926
0.6945 0.089457
0.7172 0.086152
0.73936 0.082701
0.76092 0.079117
0.78185 0.075416
0.80208 0.071612
0.82156 0.06772
0.84026 0.063755
0.85813 0.059731
0.87512 0.055664
0.8912 0.051569
0.90631 0.04746
0.92044 0.043353
0.93354 0.039262
0.94559 0.0352
0.95654 0.031184
0.96638 0.027226
0.97508 0.023339
0.98261 0.019538
0.98895 0.015838
0.99408 0.012254
0.99795 0.0088141
