VARIABLES = "Xctr", "Yctr", "xSds", "ySds", "xSnorm","ySnorm", "xWds", "yWds","xWnorm", "yWnorm", "xInorm", "yInorm", "xJnorm", "yJnorm" 
ZONE T = "Grid center vals ", I = 129 , J = 64, F=POINT 

0.944802 0.349965 0.01531 0.02415 0.535426 0.844582 0.02994 -0.01674 0.872834 -0.488017 0.862058 -0.506363 0.542949 0.839718
0.968843 0.333665 0.01601 0.02301 0.571138 0.820854 0.0287 -0.01769 0.851281 -0.52471 0.839374 -0.543113 0.57908 0.815212
0.99168 0.316655 0.01666 0.0218 0.607207 0.794544 0.02738 -0.01858 0.827466 -0.561516 0.814324 -0.579969 0.615192 0.788312
1.01327 0.298985 0.01727 0.02052 0.643918 0.765095 0.026 -0.01942 0.801182 -0.598421 0.785985 -0.617757 0.651062 0.758967
1.03357 0.280702 0.01783 0.0193 0.67858 0.734526 0.02456 -0.0203 0.770788 -0.637092 0.755146 -0.655122 0.686677 0.726877
1.05252 0.261857 0.01834 0.0179 0.715639 0.69847 0.02307 -0.021 0.739505 -0.673151 0.72183 -0.691598 0.723017 0.690747
1.07007 0.242503 0.01879 0.0165 0.751411 0.659834 0.02152 -0.0217 0.704156 -0.710046 0.684249 -0.728737 0.757967 0.652216
1.08622 0.222687 0.01921 0.0152 0.784203 0.620504 0.01991 -0.0224 0.664343 -0.747428 0.643894 -0.764647 0.791595 0.610926
1.10092 0.202462 0.01957 0.0137 0.819212 0.57349 0.01826 -0.0229 0.623445 -0.781867 0.600673 -0.798987 0.82539 0.564456
1.11413 0.181885 0.01987 0.0122 0.852188 0.523236 0.01657 -0.0234 0.577901 -0.816107 0.552575 -0.832909 0.857164 0.514954
1.12583 0.161005 0.02014 0.0107 0.883104 0.469177 0.01483 -0.0239 0.527248 -0.849712 0.499715 -0.865607 0.886715 0.462251
1.13598 0.139875 0.02034 0.0092 0.911132 0.412115 0.01307 -0.0244 0.472181 -0.881501 0.443644 -0.895637 0.915053 0.403217
1.14458 0.11855 0.02049 0.0077 0.936085 0.351774 0.01127 -0.0247 0.415107 -0.909773 0.384017 -0.922712 0.938746 0.344523
1.15165 0.097082 0.0206 0.0062 0.95757 0.288201 0.00943 -0.025 0.352927 -0.935651 0.320451 -0.946644 0.959631 0.281167
1.15715 0.075521 0.020658 0.0046 0.976094 0.217351 0.007578 -0.0252 0.287975 -0.957638 0.253506 -0.966677 0.977075 0.212844
1.16107 0.053915 0.020671 0.0031 0.988941 0.14831 0.005702 -0.0254 0.219037 -0.975717 0.183442 -0.982363 0.989516 0.144371
1.16343 0.0323123 0.020638 0.0015 0.997369 0.0724902 0.003812 -0.0255 0.147847 -0.98901 0.111106 -0.993121 0.99743 0.0716469
1.1642 0.0107588 0.020563 0 1 0 0.001909 -0.0256 0.0743638 -0.997231 0.0371819 -0.998616 1 0
1.16423 -0.0107592 0.020564 0 1 0 0 -0.0256 0 -1 -0.037038 -0.998626 0.999995 0.00222487
1.19098 -0.0117317 0.022473 0.0001 0.99999 0.00444974 0 -0.0279 0 -1 -0.0355394 -0.998735 0.999995 0.00222487
1.1902 -0.0352288 0.022543 -0.0016 0.997491 -0.0707974 -0.001981 -0.0278 -0.0710788 -0.997471 -0.105981 -0.993748 0.997684 -0.0679585
1.18775 -0.0587678 0.022565 -0.0032 0.990094 -0.140408 -0.003956 -0.0278 -0.140883 -0.990026 -0.17532 -0.98389 0.990312 -0.13885
1.18365 -0.0822983 0.022539 -0.0048 0.978066 -0.208293 -0.005921 -0.0276 -0.209756 -0.977754 -0.24291 -0.969446 0.978926 -0.204174
1.17795 -0.105768 0.02246 -0.0064 0.961718 -0.274042 -0.00787 -0.0274 -0.276064 -0.961139 -0.307514 -0.950969 0.9635 -0.267625
1.17063 -0.12912 0.02233 -0.008 0.941408 -0.337271 -0.0098 -0.0272 -0.338964 -0.940799 -0.368908 -0.928908 0.943721 -0.330668
1.16165 -0.152305 0.02215 -0.0096 0.91753 -0.397666 -0.0117 -0.0269 -0.398851 -0.917016 -0.427454 -0.903483 0.920389 -0.390936
1.15108 -0.175265 0.02191 -0.0111 0.892053 -0.45193 -0.01358 -0.0265 -0.456058 -0.88995 -0.483084 -0.87503 0.895302 -0.445401
1.13892 -0.19794 0.02162 -0.0127 0.862242 -0.506497 -0.01542 -0.026 -0.510111 -0.860109 -0.534875 -0.844422 0.8667 -0.49875
1.1252 -0.220278 0.02127 -0.0142 0.831689 -0.555241 -0.01722 -0.0255 -0.55964 -0.828736 -0.583029 -0.811941 0.836529 -0.547852
1.1099 -0.242215 0.02086 -0.0158 0.797148 -0.603784 -0.01899 -0.0249 -0.606418 -0.795146 -0.627533 -0.778117 0.803128 -0.595722
1.0931 -0.263697 0.02041 -0.0171 0.766525 -0.642214 -0.02071 -0.0243 -0.648648 -0.761089 -0.669144 -0.742621 0.771664 -0.635979
1.07483 -0.284675 0.0199 -0.0187 0.728737 -0.684793 -0.02238 -0.0235 -0.68964 -0.724153 -0.70732 -0.706451 0.735741 -0.677184
1.0551 -0.305088 0.01934 -0.02 0.695146 -0.718869 -0.024 -0.0228 -0.724999 -0.688749 -0.741394 -0.670624 0.701889 -0.712224
1.03403 -0.324878 0.01871 -0.0213 0.659952 -0.751308 -0.02555 -0.022 -0.757789 -0.652499 -0.773194 -0.633704 0.66666 -0.745307
1.01158 -0.343992 0.01805 -0.02267 0.622884 -0.782314 -0.02706 -0.0211 -0.788598 -0.614909 -0.802382 -0.596364 0.629731 -0.776764
0.987822 -0.362382 0.01733 -0.0239 0.587023 -0.80957 -0.02849 -0.02017 -0.816165 -0.577819 -0.828644 -0.559331 0.594 -0.804418
0.962823 -0.38 0.01657 -0.0251 0.550935 -0.834548 -0.02986 -0.0192 -0.841124 -0.540843 -0.852491 -0.522288 0.557719 -0.82999
0.93663 -0.39679 0.01575 -0.02623 0.514784 -0.85732 -0.03116 -0.01817 -0.863859 -0.503733 -0.874119 -0.485252 0.521286 -0.853348
0.909308 -0.412705 0.0149 -0.02732 0.478807 -0.87792 -0.03238 -0.01709 -0.884378 -0.46677 -0.893525 -0.448551 0.485094 -0.874432
0.880918 -0.427702 0.01399 -0.02832 0.442903 -0.89657 -0.03352 -0.01598 -0.902671 -0.430331 -0.910977 -0.411965 0.448855 -0.89358
0.851527 -0.441738 0.01305 -0.02927 0.407209 -0.913335 -0.03459 -0.01481 -0.919282 -0.393599 -0.926685 -0.375321 0.412794 -0.910804
0.821205 -0.454773 0.01208 -0.03015 0.371921 -0.928264 -0.03558 -0.0136 -0.934088 -0.357043 -0.940588 -0.33901 0.376898 -0.926239
0.790023 -0.466762 0.01105 -0.03096 0.336144 -0.941811 -0.03647 -0.01236 -0.947087 -0.320976 -0.952788 -0.303053 0.340742 -0.940144
0.758053 -0.47767 0.01 -0.03169 0.30093 -0.953646 -0.03728 -0.01109 -0.958489 -0.28513 -0.963465 -0.267188 0.304943 -0.952361
0.725372 -0.487468 0.00892 -0.03235 0.265814 -0.964024 -0.038 -0.00978 -0.96844 -0.249246 -0.972671 -0.231468 0.269305 -0.963048
0.692065 -0.49612 0.0078 -0.03292 0.230555 -0.973059 -0.03863 -0.00845 -0.976902 -0.213689 -0.980456 -0.1959 0.233475 -0.972358
0.658205 -0.503598 0.00667 -0.03343 0.195665 -0.980671 -0.03917 -0.00709 -0.98401 -0.178112 -0.986887 -0.160414 0.197757 -0.980249
0.62387 -0.509877 0.0055 -0.03385 0.160378 -0.987056 -0.0396 -0.00571 -0.989764 -0.142716 -0.991997 -0.124989 0.162048 -0.986781
0.58915 -0.514938 0.00432 -0.03418 0.125392 -0.992107 -0.03995 -0.00431 -0.994231 -0.107262 -0.995828 -0.089484 0.126359 -0.991984
0.55413 -0.518752 0.00311 -0.03444 0.089936 -0.995948 -0.0402 -0.00289 -0.997426 -0.0717055 -0.998381 -0.0540563 0.0902359 -0.99592
0.518895 -0.521308 0.0019 -0.0346 0.0548307 -0.998496 -0.04035 -0.00147 -0.999337 -0.0364071 -0.999668 -0.0185748 0.0544291 -0.998518
0.48353 -0.522593 0.00067 -0.03469 0.0193103 -0.999814 -0.0404 -3e-05 -1 -0.000742574 -0.999695 0.0170902 0.018234 -0.999833
0.448123 -0.522595 -0.00057 -0.03469 -0.016429 -0.999865 -0.04035 0.00141 -0.99939 0.0349229 -0.998453 0.0526883 -0.018041 -0.999836
0.41276 -0.521305 -0.00182 -0.0346 -0.0525285 -0.998619 -0.04021 0.00284 -0.997515 0.0704537 -0.995915 0.0884627 -0.0547971 -0.998495
0.377532 -0.51872 -0.00306 -0.03442 -0.0885526 -0.996072 -0.03997 0.00428 -0.994316 0.106472 -0.992047 0.124541 -0.0914842 -0.995802
0.342525 -0.514842 -0.00431 -0.03417 -0.125142 -0.992139 -0.03963 0.00571 -0.989779 0.14261 -0.986818 0.160781 -0.12858 -0.991693
0.307825 -0.509675 -0.00555 -0.03382 -0.161938 -0.986801 -0.0392 0.00713 -0.983858 0.178952 -0.980197 0.197152 -0.16589 -0.986136
0.273525 -0.503223 -0.00678 -0.03339 -0.198994 -0.980001 -0.03868 0.00853 -0.976536 0.215353 -0.972127 0.233696 -0.203714 -0.979019
0.239707 -0.495495 -0.008 -0.03287 -0.23648 -0.971636 -0.03805 0.00991 -0.967717 0.252039 -0.962485 0.270646 -0.241638 -0.970352
0.20646 -0.486508 -0.00922 -0.03227 -0.274721 -0.961524 -0.03733 0.01128 -0.957253 0.289253 -0.951233 0.307853 -0.280079 -0.959961
0.173865 -0.476275 -0.0104 -0.03159 -0.312708 -0.949849 -0.03654 0.01262 -0.945213 0.326453 -0.938255 0.345357 -0.318729 -0.947825
0.142005 -0.464825 -0.01156 -0.03083 -0.35109 -0.936342 -0.03564 0.01394 -0.931297 0.364261 -0.923454 0.383164 -0.357433 -0.933914
0.110965 -0.452178 -0.01271 -0.02999 -0.390211 -0.920726 -0.03466 0.01522 -0.915611 0.402066 -0.906796 0.42105 -0.396951 -0.917811
0.0808235 -0.438357 -0.01383 -0.02907 -0.429608 -0.903015 -0.03359 0.01646 -0.897981 0.440035 -0.888162 0.459032 -0.4363 -0.899771
0.0516583 -0.4234 -0.01491 -0.028075 -0.469036 -0.883179 -0.03246 0.017666 -0.878344 0.478029 -0.867391 0.497139 -0.476029 -0.879394
0.0235453 -0.407337 -0.01595 -0.027007 -0.508524 -0.861048 -0.03124 0.018831 -0.856439 0.516248 -0.844243 0.535477 -0.515755 -0.856694
-0.00344264 -0.39021 -0.01697 -0.0258709 -0.548481 -0.836163 -0.02993 0.0199536 -0.832046 0.554706 -0.818716 0.573729 -0.555478 -0.831489
-0.0292355 -0.37206 -0.01793 -0.0246661 -0.587979 -0.808876 -0.02857 0.0210271 -0.805385 0.592752 -0.790695 0.61174 -0.595008 -0.803672
-0.0537653 -0.352928 -0.01886 -0.023396 -0.627596 -0.778539 -0.02713 0.022051 -0.776004 0.630728 -0.759909 0.649558 -0.634486 -0.772883
-0.0769683 -0.332863 -0.01973 -0.022066 -0.666546 -0.745464 -0.02562 0.023022 -0.743814 0.668387 -0.726277 0.686928 -0.673144 -0.739458
-0.098782 -0.311918 -0.02057 -0.020676 -0.705287 -0.708922 -0.02405 0.023939 -0.70874 0.705469 -0.689895 0.723441 -0.711415 -0.702718
-0.119149 -0.290143 -0.02133 -0.019233 -0.742671 -0.669657 -0.02244 0.024793 -0.671049 0.741413 -0.650438 0.759074 -0.748536 -0.663035
-0.138017 -0.267595 -0.02206 -0.01774 -0.779281 -0.626675 -0.02075 0.02559 -0.629827 0.776736 -0.607872 0.793553 -0.784522 -0.620043
-0.155335 -0.244333 -0.02272 -0.01619 -0.814387 -0.580322 -0.01903 0.02632 -0.585918 0.810371 -0.562264 0.826463 -0.818954 -0.573804
-0.171058 -0.220413 -0.02333 -0.01461 -0.847529 -0.53075 -0.01726 0.027 -0.538611 0.842555 -0.513468 0.857608 -0.851487 -0.524322
-0.185142 -0.1959 -0.02386 -0.01299 -0.878275 -0.478156 -0.01545 0.02761 -0.488324 0.872662 -0.461604 0.886575 -0.881716 -0.471724
-0.197547 -0.170863 -0.02435 -0.01132 -0.906801 -0.42156 -0.01359 0.02814 -0.434883 0.900487 -0.406978 0.912927 -0.90942 -0.415832
-0.208245 -0.145365 -0.02475 -0.00964 -0.931814 -0.362937 -0.01172 0.02861 -0.379074 0.925367 -0.34956 0.936384 -0.933848 -0.357626
-0.217205 -0.119473 -0.02511 -0.00792 -0.953686 -0.300804 -0.0098 0.02901 -0.320046 0.947402 -0.289602 0.956618 -0.955128 -0.296152
-0.2244 -0.0932575 -0.025379 -0.00618 -0.971608 -0.236595 -0.00787 0.02933 -0.259159 0.965835 -0.227637 0.973208 -0.972476 -0.232972
-0.229815 -0.0667927 -0.025592 -0.00443 -0.985347 -0.170564 -0.005918 0.02959 -0.196116 0.980581 -0.163873 0.98594 -0.98582 -0.167781
-0.233432 -0.0401453 -0.025733 -0.00266 -0.9947 -0.102821 -0.003953 0.02977 -0.131629 0.991299 -0.0988414 0.994558 -0.99487 -0.101148
-0.23524 -0.0133889 -0.0258027 -0.00088 -0.999419 -0.0340851 -0.001978 0.02988 -0.0660536 0.997816 -0.0330114 0.998908 -0.999436 -0.0335911
-0.235235 0.0134031 -0.0258022 0.00089 -0.999406 0.0344726 9.2e-07 0.02992 3.07487e-05 1 0.0330754 0.998906 -0.999423 0.0339648
-0.233417 0.0401585 -0.025732 0.00267 -0.99466 0.103208 0.00198 0.02988 0.0661201 0.997812 0.098891 0.994553 -0.994832 0.101523
-0.229795 0.0668045 -0.02559 0.00443 -0.985344 0.170577 0.003954 0.02977 0.131662 0.991295 0.163921 0.985931 -0.985819 0.16779
-0.224375 0.093268 -0.025379 0.00619 -0.97152 0.236956 0.00592 0.02959 0.19618 0.980568 0.227669 0.973201 -0.972391 0.233329
-0.217172 0.119478 -0.0251 0.00792 -0.953652 0.300913 0.00787 0.02933 0.259159 0.965835 0.289652 0.956602 -0.955047 0.296418
-0.20821 0.145365 -0.02475 0.00964 -0.931814 0.362937 0.0098 0.029 0.320145 0.947368 0.349666 0.936344 -0.933848 0.357626
-0.197508 0.17086 -0.02434 0.01133 -0.906592 0.422008 0.01172 0.0286 0.379187 0.92532 0.407228 0.91281 -0.90925 0.416201
-0.185095 0.195892 -0.02386 0.01299 -0.878275 0.478156 0.0136 0.02813 0.435268 0.900301 0.461931 0.886406 -0.881608 0.47193
-0.171005 0.220397 -0.02332 0.01462 -0.847263 0.531174 0.01545 0.02759 0.488594 0.872511 0.513673 0.857488 -0.851308 0.52461
-0.155278 0.24431 -0.02272 0.0162 -0.814217 0.58056 0.01726 0.02699 0.538753 0.842464 0.562234 0.82649 -0.818815 0.574001
-0.137958 0.267567 -0.02205 0.01774 -0.779142 0.626847 0.01902 0.02632 0.585715 0.810517 0.607771 0.793626 -0.784453 0.620129
-0.119086 0.29011 -0.02133 0.019235 -0.742636 0.669695 0.02075 0.02559 0.629827 0.776736 0.650415 0.759095 -0.748367 0.663229
-0.0987128 0.311875 -0.02055 0.020679 -0.704891 0.709316 0.02243 0.024785 0.671003 0.741454 0.689982 0.723351 -0.711057 0.703079
-0.0768962 0.332812 -0.01973 0.022068 -0.666512 0.745494 0.02405 0.023924 0.708961 0.705247 0.726453 0.686745 -0.673159 0.739443
-0.0536927 0.35287 -0.01885 0.023398 -0.627362 0.778728 0.02562 0.023013 0.743944 0.668242 0.75998 0.649478 -0.634168 0.773145
-0.0291618 0.37199 -0.01792 0.0246668 -0.587753 0.80904 0.02712 0.022042 0.776016 0.630713 0.790707 0.611724 -0.594796 0.803829
-0.00336853 0.390133 -0.01696 0.0258712 -0.54825 0.836314 0.02856 0.0210188 0.805398 0.592735 0.818778 0.573636 -0.555357 0.831568
0.0236195 0.40725 -0.01594 0.027007 -0.508288 0.861187 0.02993 0.0199449 0.832158 0.554538 0.844311 0.535373 -0.515422 0.856896
0.0517317 0.4233 -0.0149 0.028074 -0.468804 0.883302 0.03123 0.018823 0.856463 0.516209 0.867418 0.497092 -0.475804 0.879515
0.0808965 0.43825 -0.01382 0.029071 -0.429343 0.903142 0.03245 0.017658 0.878373 0.477976 0.888209 0.45894 -0.436173 0.899831
0.111036 0.45206 -0.0127 0.02998 -0.390061 0.920789 0.03359 0.016454 0.898044 0.439905 0.906903 0.420813 -0.396609 0.91796
0.142072 0.4647 -0.01156 0.03083 -0.35109 0.936342 0.03465 0.0152 0.915763 0.40172 0.923557 0.382922 -0.357482 0.933895
0.173928 0.476145 -0.01039 0.03159 -0.312436 0.949939 0.03563 0.01393 0.931351 0.364123 0.938268 0.345328 -0.318509 0.947898
0.20652 0.486368 -0.00921 0.03227 -0.274446 0.961603 0.03653 0.01262 0.945186 0.326533 0.951209 0.307928 -0.279811 0.960039
0.239765 0.495347 -0.008 0.03286 -0.236548 0.97162 0.03732 0.01128 0.957231 0.289324 0.962489 0.270624 -0.241539 0.970378
0.273578 0.503068 -0.00677 0.03339 -0.198712 0.980058 0.03803 0.0099 0.967747 0.251925 0.97213 0.233692 -0.203467 0.97907
0.307872 0.509513 -0.00554 0.03381 -0.1617 0.98684 0.03866 0.00853 0.976513 0.215459 0.980203 0.197106 -0.165771 0.986156
0.342565 0.514678 -0.00431 0.03416 -0.125179 0.992134 0.03919 0.00712 0.983894 0.178753 0.986852 0.160577 -0.128616 0.991688
0.377568 0.51855 -0.00305 0.03442 -0.0882654 0.996097 0.03962 0.0057 0.989809 0.142401 0.992074 0.124326 -0.0912031 0.995828
0.412793 0.521127 -0.00182 0.0346 -0.0525285 0.998619 0.03996 0.00427 0.994339 0.106252 0.995926 0.0883703 -0.0546668 0.998502
0.44815 0.522415 -0.00056 0.03468 -0.0161455 0.99987 0.04019 0.00284 0.997513 0.0704886 0.998456 0.0525821 -0.0180376 0.999836
0.48355 0.522412 0.00066 0.03468 0.0190277 0.999819 0.04035 0.0014 0.999399 0.0346755 0.999699 0.0168425 0.0182335 0.999833
0.518907 0.521127 0.0019 0.0346 0.0548307 0.998496 0.04038 -4e-05 1 -0.000990589 0.999668 -0.0187078 0.0544366 0.998517
0.554135 0.518567 0.00312 0.03443 0.0902489 0.995919 0.04033 -0.00147 0.999336 -0.0364251 0.99838 -0.0540831 0.0905426 0.995893
0.589148 0.51475 0.00432 0.03418 0.125392 0.992107 0.04018 -0.00289 0.997423 -0.071741 0.995839 -0.089392 0.12624 0.991999
0.62386 0.509692 0.0055 0.03384 0.160424 0.987048 0.03994 -0.0043 0.994254 -0.107043 0.992024 -0.124775 0.162094 0.986774
0.658185 0.503415 0.00666 0.03342 0.195439 0.980716 0.03959 -0.0057 0.989794 -0.142506 0.986916 -0.160231 0.197672 0.980266
0.69204 0.49594 0.0078 0.03292 0.230555 0.973059 0.03915 -0.00708 0.984038 -0.177956 0.980485 -0.195755 0.233475 0.972358
0.725345 0.48729 0.00892 0.03234 0.265891 0.964003 0.03861 -0.00844 0.976931 -0.213554 0.972678 -0.23143 0.269211 0.963075
0.758018 0.477495 0.01 0.03168 0.301016 0.953619 0.03799 -0.00978 0.968424 -0.249307 0.963446 -0.267254 0.305028 0.952334
0.789977 0.46659 0.01104 0.03095 0.33597 0.941873 0.03727 -0.01109 0.958468 -0.2852 0.952751 -0.303167 0.340703 0.940158
0.821155 0.454607 0.01207 0.03015 0.371656 0.92837 0.03645 -0.01236 0.947034 -0.321134 0.940527 -0.339176 0.37664 0.926344
0.851473 0.44158 0.01305 0.02926 0.407325 0.913283 0.03556 -0.0136 0.934021 -0.357218 0.926631 -0.375457 0.412785 0.910809
0.880858 0.427553 0.01398 0.02833 0.442523 0.896757 0.03458 -0.01481 0.919241 -0.393695 0.911036 -0.411846 0.448607 0.893703
0.909243 0.412565 0.01489 0.0273 0.47883 0.877908 0.03351 -0.01596 0.902831 -0.429996 0.893575 -0.44844 0.484989 0.874492
0.93656 0.396655 0.01575 0.02623 0.514784 0.85732 0.03237 -0.01709 0.884319 -0.466883 0.874054 -0.485369 0.521286 0.853348
0.96275 0.379875 0.01655 0.0251 0.550471 0.834854 0.03115 -0.01817 0.863789 -0.503854 0.852479 -0.522313 0.557345 0.830239
0.987742 0.36227 0.01733 0.0239 0.587023 0.80957 0.02985 -0.01919 0.841169 -0.540772 0.82887 -0.559009 0.594052 0.80438
1.01149 0.343885 0.01804 0.02264 0.623177 0.782081 0.02849 -0.02014 0.816571 -0.577246 0.802529 -0.596148 0.629877 0.776647
1.03395 0.324775 0.01871 0.0214 0.658206 0.752838 0.02705 -0.0211 0.788488 -0.61505 0.773872 -0.632921 0.665696 0.746155
1.05507 0.304995 0.01932 0.02 0.694774 0.719228 0.02555 -0.0219 0.759257 -0.650791 0.742056 -0.669846 0.700771 0.713337
1.07478 0.284595 0.01989 0.0186 0.730396 0.683024 0.02399 -0.0228 0.724856 -0.6889 0.707167 -0.706603 0.737352 0.67543
1.09302 0.263628 0.0204 0.0172 0.764522 0.644597 0.02237 -0.0235 0.689478 -0.724306 0.669747 -0.742114 0.770593 0.637257
1.10982 0.242152 0.02086 0.0157 0.798988 0.601347 0.0207 -0.0242 0.650015 -0.759921 0.628217 -0.777533 0.803986 0.594589
1.1251 0.220222 0.02126 0.0142 0.831569 0.555422 0.01899 -0.0249 0.606418 -0.795146 0.583029 -0.811941 0.836415 0.548025
1.13883 0.197895 0.02161 0.0127 0.862139 0.506671 0.01722 -0.0255 0.55964 -0.828736 0.534875 -0.844422 0.866604 0.498917
1.151 0.175228 0.0219 0.0112 0.890325 0.455326 0.01542 -0.026 0.510111 -0.860109 0.483634 -0.874747 0.894437 0.447098
1.16158 0.152278 0.02214 0.0095 0.918973 0.39432 0.01357 -0.0264 0.457158 -0.889386 0.428004 -0.903201 0.921053 0.389399
1.17053 0.1291 0.02233 0.008 0.941408 0.337271 0.0117 -0.0269 0.398851 -0.917016 0.368908 -0.928908 0.943721 0.330668
1.17787 0.105751 0.022452 0.0064 0.961692 0.274133 0.0098 -0.0272 0.338964 -0.940799 0.307034 -0.951107 0.962976 0.269547
1.1836 0.0822885 0.022534 0.0048 0.978057 0.208337 0.007869 -0.0275 0.275104 -0.961414 0.242068 -0.969662 0.978916 0.204219
1.1877 0.0587628 0.022561 0.0032 0.99009 0.140432 0.005921 -0.0277 0.209032 -0.977909 0.17471 -0.984003 0.990309 0.138874
1.19015 0.0352268 0.022541 0.0016 0.99749 0.0708036 0.003956 -0.0279 0.140388 -0.990097 0.105607 -0.993793 0.997684 0.0679643
1.19095 0.0117312 0.022472 0 1 0 0.001981 -0.0279 0.0708253 -0.997489 0.0354126 -0.998744 1 0
1.19098 -0.0117317 0.022473 0.0001 0.99999 0.00444974 0 -0.0279 0 -1 -0.0355394 -0.998735 0.999995 0.00222487
1.22003 -0.0127417 0.024454 0 1 0 0 -0.0302 0 -1 -0.0338987 -0.99885 0.999996 0.00188585
1.2192 -0.0382562 0.024518 -0.0016 0.997877 -0.0651197 -0.002059 -0.0303 -0.0677974 -0.997699 -0.101608 -0.994244 0.997796 -0.0663514
1.21663 -0.063805 0.02453 -0.0034 0.99053 -0.137293 -0.004114 -0.0301 -0.135419 -0.990788 -0.168247 -0.985182 0.990984 -0.133937
1.21235 -0.089333 0.024488 -0.005 0.979785 -0.200054 -0.006158 -0.03 -0.201074 -0.979576 -0.23304 -0.971911 0.980549 -0.196234
1.20642 -0.11478 0.02439 -0.0066 0.965283 -0.261208 -0.00819 -0.0298 -0.265006 -0.964247 -0.29575 -0.954723 0.96638 -0.257084
1.1988 -0.140088 0.02423 -0.0083 0.946035 -0.324065 -0.01019 -0.0295 -0.326494 -0.945199 -0.356297 -0.933828 0.947576 -0.319495
1.18945 -0.165203 0.02403 -0.01 0.923247 -0.384206 -0.01218 -0.0291 -0.3861 -0.922457 -0.413902 -0.909809 0.925813 -0.377922
1.17843 -0.19006 0.02375 -0.0116 0.89855 -0.438871 -0.01413 -0.0287 -0.441703 -0.897161 -0.468174 -0.883128 0.901549 -0.432622
1.16575 -0.214598 0.02342 -0.0132 0.871158 -0.491003 -0.01605 -0.0282 -0.494645 -0.869095 -0.519817 -0.853769 0.874567 -0.484855
1.15145 -0.238758 0.02304 -0.0148 0.841368 -0.540462 -0.01794 -0.0276 -0.544988 -0.838444 -0.567884 -0.822638 0.845784 -0.533461
1.13552 -0.262475 0.02258 -0.0164 0.809108 -0.58766 -0.01977 -0.027 -0.590781 -0.806832 -0.612465 -0.790021 0.813901 -0.580944
1.118 -0.28569 0.02208 -0.0179 0.776802 -0.629745 -0.02157 -0.0263 -0.63415 -0.77321 -0.654426 -0.75565 0.781686 -0.623623
1.09895 -0.308345 0.02152 -0.0194 0.742745 -0.669575 -0.02331 -0.0255 -0.674702 -0.738091 -0.692962 -0.720529 0.748465 -0.663118
1.07842 -0.330377 0.02089 -0.0208 0.708632 -0.705579 -0.02499 -0.0247 -0.711221 -0.702968 -0.728356 -0.684742 0.714363 -0.699727
1.05645 -0.35173 0.02022 -0.0222 0.673369 -0.739307 -0.02662 -0.0238 -0.74549 -0.666516 -0.761451 -0.647754 0.678906 -0.734187
1.03305 -0.372345 0.01948 -0.0236 0.636577 -0.771213 -0.02818 -0.0228 -0.777412 -0.628992 -0.791684 -0.610484 0.642741 -0.766041
1.00831 -0.392168 0.0187 -0.02487 0.600977 -0.799267 -0.02968 -0.0218 -0.805956 -0.591976 -0.818818 -0.573615 0.607321 -0.794416
0.982272 -0.411147 0.01787 -0.02613 0.564503 -0.825431 -0.03111 -0.02077 -0.83168 -0.555255 -0.843513 -0.536656 0.570511 -0.821258
0.954983 -0.429225 0.01697 -0.02731 0.527789 -0.849376 -0.03246 -0.01966 -0.855346 -0.518056 -0.866148 -0.499319 0.53366 -0.84567
0.926515 -0.446348 0.01604 -0.02843 0.491381 -0.870945 -0.03374 -0.01849 -0.87695 -0.480581 -0.886685 -0.461893 0.496909 -0.867779
0.896935 -0.462475 0.01506 -0.02949 0.454808 -0.89059 -0.03493 -0.01727 -0.89642 -0.443206 -0.905173 -0.424543 0.46023 -0.887779
0.86631 -0.47756 0.01404 -0.03048 0.418378 -0.908273 -0.03605 -0.01601 -0.913927 -0.40588 -0.92171 -0.387359 0.423305 -0.905971
0.834712 -0.491552 0.01297 -0.03139 0.381875 -0.924214 -0.03707 -0.01471 -0.929493 -0.368839 -0.936443 -0.350258 0.386335 -0.922346
0.80222 -0.504413 0.01186 -0.03223 0.345341 -0.938477 -0.038 -0.01336 -0.943393 -0.331677 -0.949495 -0.313175 0.349528 -0.936915
0.768908 -0.516102 0.01072 -0.033 0.308956 -0.951076 -0.03885 -0.01198 -0.955598 -0.294673 -0.960886 -0.276282 0.312592 -0.94988
0.734853 -0.52659 0.00955 -0.03368 0.272796 -0.962072 -0.0396 -0.01057 -0.966174 -0.25789 -0.970732 -0.23941 0.275942 -0.961169
0.700143 -0.53584 0.00834 -0.03428 0.236395 -0.971657 -0.04026 -0.00912 -0.97529 -0.22093 -0.979089 -0.202566 0.238986 -0.971019
0.664855 -0.543815 0.0071 -0.03481 0.19985 -0.979827 -0.04082 -0.00765 -0.982889 -0.184201 -0.985986 -0.165779 0.201843 -0.979416
0.629075 -0.550495 0.00585 -0.03525 0.163718 -0.986507 -0.04128 -0.00615 -0.989083 -0.147356 -0.991453 -0.129169 0.165168 -0.986264
0.592893 -0.55586 0.00457 -0.0356 0.127326 -0.991861 -0.04164 -0.00465 -0.993822 -0.110982 -0.995531 -0.0926195 0.128161 -0.991753
0.556395 -0.55988 0.00326 -0.03586 0.0905357 -0.995893 -0.0419 -0.00312 -0.997239 -0.0742574 -0.998267 -0.0558982 0.0907998 -0.995869
0.519672 -0.56254 0.00195 -0.03604 0.0540275 -0.998539 -0.04206 -0.00158 -0.999295 -0.0375389 -0.999647 -0.0191256 0.0537115 -0.998556
