VARIABLES = "Xctr", "Yctr", "xSds", "ySds", "xSnorm","ySnorm", "xWds", "yWds","xWnorm", "yWnorm", "xInorm", "yInorm", "xJnorm", "yJnorm" 
ZONE T = "Grid center vals ", I = 129 , J = 64, F=POINT 

-0.816828 0.9826 -0.05954 0.04975 -0.767375 0.641198 0.05543 0.07137 0.613389 0.789781 0.632667 0.774024 -0.768377 0.639996
-0.76418 1.04266 -0.05705 0.05277 -0.734107 0.679033 0.05905 0.06868 0.651945 0.758266 0.670263 0.741712 -0.73511 0.677946
-0.7085 1.10013 -0.0545 0.05565 -0.699686 0.71445 0.0625 0.06582 0.688582 0.725159 0.705993 0.707791 -0.700746 0.71341
-0.649925 1.15483 -0.0517 0.05841 -0.662787 0.748808 0.0658 0.0628 0.723405 0.690423 0.739746 0.672447 -0.663816 0.747894
-0.588605 1.20665 -0.0489 0.06099 -0.625537 0.780194 0.0689 0.05964 0.756087 0.654471 0.771662 0.635561 -0.626781 0.779194
-0.5247 1.2555 -0.0459 0.06344 -0.58618 0.810181 0.0719 0.05632 0.787237 0.616651 0.801714 0.597216 -0.587413 0.809286
-0.45837 1.3012 -0.0428 0.06571 -0.545781 0.837928 0.0747 0.05288 0.816192 0.577781 0.829657 0.557751 -0.546917 0.837186
-0.389782 1.34365 -0.0396 0.06783 -0.50418 0.863599 0.0773 0.0493 0.843122 0.537722 0.855525 0.517206 -0.505284 0.862952
-0.31911 1.38277 -0.0363 0.06977 -0.461549 0.887115 0.0797 0.04561 0.867928 0.49669 0.879404 0.475465 -0.463077 0.886316
-0.246537 1.4185 -0.033 0.07153 -0.418913 0.908026 0.082 0.04181 0.890879 0.45424 0.901157 0.432844 -0.419931 0.907555
-0.172247 1.4507 -0.0295 0.07311 -0.374188 0.927353 0.084 0.03792 0.911434 0.411447 0.92068 0.389596 -0.37517 0.926955
-0.0964235 1.47927 -0.0259 0.074506 -0.32835 0.944556 0.0858 0.03393 0.929927 0.367744 0.938175 0.345337 -0.329869 0.944025
-0.0192581 1.50422 -0.0225 0.075719 -0.284842 0.958575 0.0875 0.029856 0.946423 0.32293 0.953475 0.30056 -0.28523 0.958459
0.0590536 1.52548 -0.0187 0.076735 -0.236767 0.971567 0.0888 0.0257184 0.960526 0.278189 0.966588 0.255235 -0.238329 0.971183
0.138318 1.54297 -0.0152 0.07757 -0.192295 0.981337 0.0901 0.021517 0.972649 0.232281 0.977556 0.209366 -0.192686 0.98126
0.218337 1.5567 -0.0114 0.0782 -0.144255 0.989541 0.091 0.01727 0.982464 0.186452 0.986308 0.163227 -0.14528 0.98939
0.298907 1.5666 -0.0077 0.07864 -0.0974485 0.995241 0.0918 0.01298 0.990151 0.140002 0.992889 0.116711 -0.0985058 0.995136
0.379833 1.57268 -0.004 0.07889 -0.0506385 0.998717 0.0924 0.00867 0.995627 0.0934208 0.997266 0.0700936 -0.0511199 0.998692
0.46091 1.5749 -0.0003 0.07893 -0.00380081 0.999993 0.0927 0.00434 0.998906 0.0467665 0.999453 0.0233832 -0.00370176 0.999993
0.541937 1.57332 0.0034 0.07879 0.0431126 0.99907 0.0927 -0 1 -0 0.999454 -0.0233546 0.0425915 0.999092
0.62272 1.56795 0.0071 0.07845 0.0901351 0.99593 0.0926 -0.00433 0.998909 -0.0467092 0.997268 -0.0700584 0.090189 0.995925
0.703055 1.55873 0.0109 0.07791 0.138556 0.990355 0.0922 -0.00865 0.995628 -0.0934076 0.992901 -0.116621 0.137955 0.990438
0.782745 1.54573 0.0144 0.07719 0.183389 0.98304 0.0917 -0.01295 0.990175 -0.139834 0.986341 -0.163028 0.184003 0.982926
0.861598 1.52902 0.018 0.07627 0.229694 0.973263 0.0908 -0.01721 0.982508 -0.186222 0.977556 -0.209346 0.230276 0.973125
0.93942 1.50865 0.0216 0.07518 0.276139 0.961118 0.0897 -0.02144 0.972603 -0.232471 0.966611 -0.255172 0.276166 0.96111
1.01602 1.48465 0.0251 0.07395 0.321409 0.94694 0.0885 -0.0256 0.960618 -0.277874 0.953718 -0.29982 0.32164 0.946862
1.09122 1.45713 0.0284 0.0724 0.365175 0.930939 0.0871 -0.0296 0.946819 -0.321766 0.938507 -0.344417 0.365658 0.930749
1.16482 1.42613 0.0318 0.0708 0.409722 0.912211 0.0854 -0.0337 0.930194 -0.367067 0.921007 -0.38883 0.410474 0.911872
1.23667 1.39175 0.035 0.069 0.452376 0.891827 0.0835 -0.0376 0.911819 -0.410592 0.901471 -0.432177 0.452482 0.891774
1.30658 1.35407 0.0382 0.067 0.495301 0.868721 0.0815 -0.0415 0.891123 -0.453762 0.879818 -0.474714 0.496182 0.868218
1.37437 1.3132 0.0412 0.0649 0.535949 0.84425 0.0792 -0.0452 0.868513 -0.495666 0.856019 -0.516378 0.536174 0.844108
1.43995 1.26927 0.0441 0.0627 0.5753 0.817943 0.0768 -0.0489 0.843526 -0.537089 0.830262 -0.556864 0.576573 0.817044
1.5031 1.22235 0.047 0.0602 0.61539 0.788223 0.0741 -0.0523 0.816998 -0.57664 0.80252 -0.596131 0.615949 0.787786
1.56365 1.1726 0.0496 0.0576 0.652523 0.757769 0.0713 -0.0557 0.788041 -0.615623 0.772669 -0.634347 0.653395 0.757016
1.6215 1.12015 0.0522 0.055 0.688403 0.725329 0.0683 -0.0589 0.757297 -0.653071 0.740995 -0.671071 0.689558 0.724229
1.67655 1.06512 0.0546 0.0521 0.723476 0.69035 0.0651 -0.0619 0.724694 -0.689071 0.707147 -0.706631 0.723941 0.689862
1.7286 1.00766 0.05696 0.0491 0.757433 0.652913 0.0618 -0.0649 0.689599 -0.724191 0.671263 -0.740806 0.757945 0.652317
1.77755 0.94789 0.05906 0.0461 0.788287 0.615307 0.05836 -0.0677 0.652926 -0.757421 0.633721 -0.773163 0.788928 0.614484
1.82335 0.886 0.06106 0.043 0.817606 0.575779 0.05476 -0.0703 0.614515 -0.788905 0.594555 -0.803671 0.818258 0.57485
1.86585 0.822132 0.06289 0.0397 0.84561 0.533801 0.05104 -0.0727 0.574595 -0.818438 0.553829 -0.832257 0.846269 0.532755
1.90492 0.75645 0.06458 0.0363 0.871727 0.489992 0.04719 -0.0749 0.533062 -0.846076 0.511393 -0.858977 0.872038 0.489437
1.94055 0.689115 0.06609 0.033 0.894671 0.446726 0.04325 -0.077 0.489724 -0.871878 0.467514 -0.883629 0.895249 0.445564
1.97262 0.620295 0.06745 0.0294 0.916702 0.399571 0.03919 -0.0788 0.445304 -0.89538 0.422254 -0.906121 0.916947 0.399008
2.00105 0.55016 0.06864 0.0259 0.93561 0.353035 0.03505 -0.0805 0.399205 -0.916862 0.375753 -0.926374 0.936017 0.351952
2.0258 0.478888 0.06965 0.0223 0.952377 0.304925 0.03083 -0.0819 0.3523 -0.935887 0.328268 -0.944242 0.9527 0.30391
2.04683 0.40665 0.07051 0.0186 0.966923 0.255067 0.02654 -0.0831 0.304235 -0.952597 0.27959 -0.959776 0.966995 0.254796
2.06407 0.333623 0.07118 0.0149 0.978785 0.204888 0.0222 -0.0842 0.254945 -0.966955 0.229895 -0.972875 0.97881 0.20477
2.07755 0.259987 0.07168 0.0113 0.987801 0.155722 0.01781 -0.0851 0.204845 -0.978794 0.179551 -0.983413 0.987899 0.155099
2.0872 0.185918 0.07202 0.0075 0.994621 0.103578 0.01338 -0.0857 0.154257 -0.988031 0.12871 -0.991348 0.994664 0.10317
2.093 0.111593 0.072173 0.0038 0.998617 0.0525784 0.00893 -0.0861 0.103163 -0.994664 0.0774219 -0.996664 0.998629 0.0523508
2.09495 0.037195 0.072157 0 1 0 0.004466 -0.0863 0.0516806 -0.998664 0.0258403 -0.999332 1 0
2.09497 -0.0371973 0.072161 0 1 0 0 -0.0863 0 -1 -0.0258162 -0.999333 1 0.000652502
2.18398 -0.039492 0.076628 0.0001 0.999999 0.001305 0 -0.0917 0 -1 -0.0256866 -0.99934 1 0.000652502
2.18195 -0.118485 0.076642 -0.004 0.998641 -0.0521198 -0.004712 -0.0916 -0.0513731 -0.99868 -0.0770006 -0.9967 0.998656 -0.0518368
2.17585 -0.197398 0.07648 -0.0079 0.994707 -0.102748 -0.00943 -0.0914 -0.102628 -0.99472 -0.127979 -0.991447 0.99476 -0.102236
2.1657 -0.276043 0.07613 -0.0118 0.9882 -0.153169 -0.01412 -0.091 -0.15333 -0.988175 -0.178633 -0.98358 0.988129 -0.153624
2.1515 -0.354227 0.07559 -0.0158 0.978846 -0.204601 -0.01879 -0.0902 -0.203937 -0.978984 -0.228677 -0.973171 0.97905 -0.203619
2.13328 -0.431762 0.07487 -0.0197 0.967083 -0.254462 -0.02342 -0.0894 -0.253417 -0.967357 -0.277892 -0.960275 0.967244 -0.253848
2.11108 -0.508458 0.07396 -0.0235 0.953048 -0.302821 -0.02801 -0.0883 -0.302366 -0.953192 -0.326343 -0.944911 0.953291 -0.302052
2.08495 -0.584122 0.07288 -0.0273 0.936456 -0.350785 -0.03254 -0.087 -0.350321 -0.93663 -0.373889 -0.927125 0.936589 -0.35043
2.0549 -0.658577 0.07162 -0.0311 0.917253 -0.398305 -0.03699 -0.0854 -0.397457 -0.917621 -0.420446 -0.906964 0.917468 -0.397809
2.02102 -0.731635 0.07017 -0.0348 0.895878 -0.4443 -0.04136 -0.0836 -0.443436 -0.896306 -0.465564 -0.884661 0.89641 -0.443223
1.98342 -0.803107 0.06855 -0.0383 0.872983 -0.48775 -0.04564 -0.0817 -0.487692 -0.873016 -0.509555 -0.860063 0.87306 -0.487613
1.94213 -0.872823 0.06677 -0.042 0.846464 -0.532447 -0.04981 -0.0794 -0.531418 -0.84711 -0.552047 -0.833446 0.84713 -0.531384
1.89725 -0.940607 0.0648 -0.0453 0.819588 -0.572953 -0.05386 -0.0771 -0.572677 -0.819781 -0.592865 -0.804912 0.82004 -0.572306
1.84892 -1.0063 0.06271 -0.0487 0.789806 -0.613356 -0.05781 -0.0745 -0.613052 -0.790043 -0.632096 -0.7745 0.790506 -0.612453
1.7972 -1.0697 0.0604 -0.0519 0.758458 -0.651722 -0.0616 -0.0718 -0.65114 -0.758958 -0.669501 -0.7424 0.758732 -0.651403
1.7422 -1.13068 0.058 -0.0551 0.724999 -0.688749 -0.0652 -0.0688 -0.687862 -0.725842 -0.705023 -0.708771 0.725957 -0.687739
1.68407 -1.18905 0.0553 -0.058 0.69006 -0.723752 -0.0687 -0.0658 -0.722185 -0.6917 -0.738903 -0.673355 0.690842 -0.723005
1.62295 -1.24467 0.0527 -0.0609 0.654363 -0.75618 -0.0721 -0.0625 -0.75562 -0.65501 -0.770933 -0.636462 0.654893 -0.755722
1.559 -1.29745 0.0498 -0.0635 0.61711 -0.786877 -0.0752 -0.0591 -0.786246 -0.617914 -0.800869 -0.598342 0.61775 -0.786374
1.49232 -1.3472 0.0468 -0.0662 0.577264 -0.816557 -0.0782 -0.0555 -0.815491 -0.578769 -0.828976 -0.558764 0.577981 -0.81605
1.42307 -1.3938 0.0437 -0.0685 0.537831 -0.843053 -0.081 -0.0518 -0.84246 -0.538759 -0.855064 -0.517952 0.538294 -0.842757
1.35147 -1.4371 0.0404 -0.0708 0.49561 -0.868545 -0.0836 -0.0479 -0.867668 -0.497145 -0.878958 -0.47631 0.496375 -0.868108
1.27763 -1.477 0.0371 -0.0729 0.453559 -0.891226 -0.086 -0.044 -0.890248 -0.455476 -0.900678 -0.433822 0.45408 -0.89096
1.20175 -1.51343 0.0337 -0.0747 0.411227 -0.911533 -0.0882 -0.0399 -0.911108 -0.412168 -0.920395 -0.390266 0.411252 -0.911522
1.12405 -1.54625 0.0301 -0.0765 0.366142 -0.930559 -0.0901 -0.0357 -0.929682 -0.368364 -0.937827 -0.346305 0.366877 -0.930269
1.04464 -1.57542 0.0266 -0.07804 0.322625 -0.946527 -0.0919 -0.0315 -0.945973 -0.324245 -0.953127 -0.301641 0.322696 -0.946503
0.963745 -1.60082 0.0228 -0.07937 0.276096 -0.96113 -0.0934 -0.02714 -0.96028 -0.279037 -0.96632 -0.256263 0.276287 -0.961075
0.88158 -1.62235 0.019 -0.08052 0.229659 -0.973271 -0.0947 -0.02274 -0.972359 -0.233489 -0.977355 -0.210268 0.230433 -0.973088
0.798333 -1.64 0.0153 -0.08147 0.184573 -0.982819 -0.0959 -0.01826 -0.982351 -0.187046 -0.986211 -0.163811 0.184293 -0.982871
0.714207 -1.6537 0.0114 -0.08224 0.137306 -0.990529 -0.0967 -0.01373 -0.99007 -0.140576 -0.992824 -0.117253 0.137134 -0.990553
0.629405 -1.6634 0.0075 -0.0828 0.0902104 -0.995923 -0.0973 -0.00918 -0.995579 -0.0939302 -0.997236 -0.0704805 0.0901264 -0.99593
0.544135 -1.66908 0.0036 -0.08315 0.0432547 -0.999064 -0.0977 -0.0046 -0.998893 -0.0470308 -0.999447 -0.0235154 0.0426913 -0.999088
0.458613 -1.67068 -0.0004 -0.08329 -0.00480244 -0.999988 -0.0978 -0 -1 -0 -0.999444 0.0235664 -0.00524532 -0.999986
0.373043 -1.66822 -0.0043 -0.08325 -0.0515829 -0.998669 -0.0977 0.00461 -0.998889 0.0471328 -0.997229 0.0705851 -0.0519396 -0.99865
0.287635 -1.66172 -0.0083 -0.08298 -0.0995275 -0.995035 -0.0974 0.0092 -0.995569 0.0940373 -0.992804 0.117415 -0.0997631 -0.995011
0.20261 -1.65112 -0.0122 -0.08251 -0.146271 -0.989245 -0.0969 0.01378 -0.990039 0.140792 -0.986157 0.164121 -0.147542 -0.989055
0.118176 -1.6365 -0.0161 -0.081833 -0.193042 -0.981191 -0.096 0.01832 -0.982274 0.187451 -0.977298 0.210547 -0.19366 -0.981069
0.0345418 -1.61787 -0.02 -0.0809566 -0.239836 -0.970814 -0.095 0.022828 -0.972322 0.233644 -0.96623 0.256587 -0.240908 -0.970547
-0.0480834 -1.59525 -0.0239 -0.0798754 -0.286659 -0.958033 -0.0937 0.0272794 -0.960137 0.27953 -0.953011 0.302016 -0.287116 -0.957896
-0.129494 -1.56872 -0.0276 -0.078595 -0.331331 -0.943514 -0.0923 0.031665 -0.945885 0.324501 -0.937639 0.346796 -0.332266 -0.943185
-0.209482 -1.53832 -0.0314 -0.07711 -0.37714 -0.926156 -0.0906 0.03598 -0.929394 0.36909 -0.920089 0.390986 -0.378006 -0.925803
-0.287848 -1.5041 -0.035 -0.07544 -0.420857 -0.907127 -0.0887 0.04021 -0.910784 0.412882 -0.900341 0.434522 -0.422186 -0.906508
-0.364397 -1.4662 -0.0385 -0.07358 -0.463611 -0.886039 -0.0865 0.04434 -0.889897 0.456162 -0.878374 0.477365 -0.464914 -0.885355
-0.438932 -1.42465 -0.0421 -0.07152 -0.507283 -0.861779 -0.0841 0.04837 -0.866851 0.498568 -0.854279 0.51925 -0.508546 -0.861034
-0.511265 -1.37953 -0.0455 -0.0693 -0.548841 -0.835927 -0.0815 0.05228 -0.841708 0.539933 -0.828272 0.559812 -0.549711 -0.835354
-0.581215 -1.33102 -0.0487 -0.06688 -0.588646 -0.808391 -0.0788 0.05606 -0.814836 0.579692 -0.800365 0.599026 -0.589523 -0.807751
-0.648602 -1.27925 -0.0518 -0.06431 -0.627291 -0.778785 -0.0759 0.05972 -0.785894 0.618361 -0.770217 0.637307 -0.628584 -0.77774
-0.71326 -1.22427 -0.0549 -0.06157 -0.665522 -0.746378 -0.0727 0.06323 -0.754541 0.656253 -0.738052 0.674301 -0.666492 -0.745511
-0.77502 -1.16622 -0.0578 -0.05867 -0.701805 -0.712369 -0.0694 0.06659 -0.721564 0.692348 -0.704059 0.709714 -0.702816 -0.71137
-0.833722 -1.10525 -0.0606 -0.05562 -0.73673 -0.676187 -0.0659 0.06979 -0.686553 0.72708 -0.66832 0.74347 -0.737514 -0.67533
-0.889217 -1.04151 -0.06314 -0.05243 -0.769339 -0.638841 -0.0623 0.07282 -0.650086 0.75986 -0.630661 0.775654 -0.770342 -0.637629
-0.941377 -0.9752 -0.06561 -0.04911 -0.800571 -0.599238 -0.05844 0.07567 -0.611236 0.791448 -0.591202 0.80614 -0.801149 -0.598465
-0.99005 -0.906453 -0.0679 -0.04566 -0.829825 -0.558024 -0.05454 0.07838 -0.571169 0.820833 -0.550423 0.834516 -0.830617 -0.556842
-1.03512 -0.835427 -0.07002 -0.04212 -0.856909 -0.515467 -0.05047 0.08082 -0.529678 0.848199 -0.508116 0.860925 -0.857522 -0.514446
-1.07648 -0.762315 -0.07196 -0.0384 -0.882244 -0.470792 -0.04628 0.0831 -0.486553 0.873651 -0.464269 0.885337 -0.882712 -0.469914
-1.11397 -0.687292 -0.07373 -0.0346 -0.905275 -0.424827 -0.04198 0.0852 -0.441984 0.897023 -0.419026 0.907622 -0.905652 -0.424021
-1.14755 -0.610545 -0.07532 -0.0308 -0.925602 -0.378499 -0.03757 0.0871 -0.396068 0.918221 -0.372797 0.927574 -0.926072 -0.377345
-1.17712 -0.532268 -0.0767 -0.0268 -0.944031 -0.329857 -0.03309 0.0887 -0.349525 0.936927 -0.325404 0.945231 -0.944218 -0.329319
-1.20265 -0.452655 -0.07791 -0.0229 -0.959415 -0.282 -0.0285 0.0902 -0.301283 0.953535 -0.276934 0.960555 -0.959671 -0.281123
-1.22403 -0.371908 -0.07891 -0.0187 -0.97305 -0.230592 -0.02386 0.0914 -0.252586 0.967575 -0.227657 0.973405 -0.973072 -0.230503
-1.24115 -0.290225 -0.07973 -0.0146 -0.983644 -0.180123 -0.01915 0.0925 -0.202728 0.979235 -0.177683 0.983759 -0.983714 -0.17974
-1.25402 -0.207815 -0.08033 -0.0105 -0.991565 -0.129608 -0.01441 0.0933 -0.152638 0.988282 -0.127383 0.991527 -0.991658 -0.128893
-1.26265 -0.124885 -0.080734 -0.0063 -0.996969 -0.0777975 -0.00963 0.0938 -0.102128 0.994771 -0.0766041 0.996733 -0.996958 -0.0779394
-1.26697 -0.0416411 -0.0809379 -0.0021 -0.999664 -0.0259371 -0.004818 0.0942 -0.0510797 0.998695 -0.0255309 0.999347 -0.999667 -0.0257912
-1.26695 0.0417061 -0.0809371 0.0021 -0.999664 0.0259373 1.7e-06 0.0943 1.80276e-05 1 0.0255918 0.999345 -0.999652 0.0263739
-1.26262 0.124947 -0.080731 0.0063 -0.996969 0.0778004 0.004821 0.0941 0.0511656 0.99869 0.076647 0.996731 -0.997003 0.0773643
-1.254 0.207875 -0.08033 0.0105 -0.991565 0.129608 0.00963 0.0938 0.102128 0.994771 0.127463 0.991514 -0.991584 0.129466
-1.24107 0.290277 -0.07971 0.0147 -0.983417 0.18136 0.01441 0.0932 0.152798 0.988257 0.177814 0.983736 -0.983599 0.180369
-1.2239 0.371947 -0.0789 0.0188 -0.972767 0.231787 0.01916 0.0925 0.20283 0.979214 0.227628 0.973415 -0.972926 0.231114
-1.20253 0.452685 -0.0779 0.0228 -0.959737 0.280899 0.02387 0.0915 0.252426 0.967616 0.276903 0.96056 -0.959828 0.280588
-1.177 0.532282 -0.07669 0.0269 -0.943634 0.330992 0.02851 0.0902 0.301379 0.953504 0.325233 0.945297 -0.944001 0.329941
-1.14738 0.610542 -0.0753 0.0308 -0.925567 0.378585 0.03308 0.0888 0.349087 0.93709 0.372578 0.927656 -0.925844 0.377906
-1.11377 0.687273 -0.07371 0.0346 -0.90523 0.424922 0.03757 0.0871 0.396068 0.918221 0.419026 0.907622 -0.905609 0.424113
-1.07627 0.762275 -0.07194 0.0384 -0.88219 0.470894 0.04198 0.0852 0.441984 0.897023 0.464269 0.885337 -0.882659 0.470013
-1.03491 0.835368 -0.07 0.04215 -0.856682 0.515845 0.04628 0.0831 0.486553 0.873651 0.508045 0.860969 -0.857378 0.514685
-0.989808 0.906367 -0.06787 0.04567 -0.829654 0.558278 0.05047 0.08085 0.529537 0.848287 0.5505 0.834457 -0.830212 0.557448
-0.941115 0.975095 -0.06559 0.04912 -0.800424 0.599434 0.05454 0.07832 0.571464 0.820627 0.591441 0.805968 -0.801186 0.598414
-0.888955 1.04139 -0.06316 0.05244 -0.769378 0.638793 0.05846 0.07566 0.611418 0.791308 0.630502 0.775798 -0.770072 0.637957
-0.83345 1.10508 -0.0605 0.05563 -0.736113 0.676859 0.0622 0.0728 0.649586 0.760288 0.668096 0.743659 -0.737206 0.675666
-0.774743 1.16603 -0.0578 0.05867 -0.701805 0.712369 0.0659 0.06978 0.686605 0.72703 0.704136 0.709635 -0.702787 0.711399
-0.712982 1.22402 -0.0548 0.06157 -0.664846 0.746981 0.0694 0.06657 0.721668 0.69224 0.73813 0.674217 -0.665864 0.746072
-0.648327 1.27897 -0.0519 0.06431 -0.628024 0.778194 0.0727 0.06322 0.754592 0.656194 0.77007 0.637497 -0.628951 0.777444
-0.58094 1.3308 -0.0487 0.06688 -0.588646 0.808391 0.0758 0.05971 0.785548 0.618801 0.800216 0.599212 -0.589896 0.807478
-0.510995 1.37928 -0.0454 0.06929 -0.548052 0.836444 0.0788 0.05605 0.814885 0.579623 0.82832 0.559741 -0.548945 0.835858
-0.438667 1.4243 -0.042 0.07152 -0.506388 0.862306 0.0815 0.05227 0.841755 0.539859 0.854325 0.519175 -0.507676 0.861547
-0.364138 1.46582 -0.0386 0.07357 -0.464605 0.885518 0.0841 0.04836 0.866895 0.49849 0.87831 0.477495 -0.465434 0.885082
-0.2876 1.50375 -0.035 0.07542 -0.420949 0.907084 0.0864 0.04433 0.889724 0.456499 0.900205 0.434798 -0.422254 0.906477
-0.20925 1.53792 -0.0313 0.0771 -0.376151 0.926558 0.0886 0.04019 0.910687 0.413098 0.919988 0.391226 -0.377064 0.926187
-0.129277 1.56827 -0.0276 0.07858 -0.331388 0.943495 0.0905 0.03597 0.929289 0.369354 0.937541 0.347062 -0.33233 0.943163
-0.0478844 1.5948 -0.0238 0.0798566 -0.285619 0.958343 0.0922 0.03166 0.945793 0.32477 0.953017 0.301971 -0.287141 0.957887
0.0347224 1.6174 -0.02 0.0809364 -0.239892 0.9708 0.0938 0.0272706 0.960241 0.279172 0.966292 0.256364 -0.240427 0.970667
0.118337 1.636 -0.0161 0.081817 -0.193078 0.981183 0.095 0.022819 0.972343 0.233557 0.977309 0.210504 -0.193705 0.98106
0.20275 1.6506 -0.0122 0.08249 -0.146305 0.989239 0.096 0.01832 0.982274 0.187451 0.986146 0.164193 -0.14702 0.989133
0.28775 1.6612 -0.0083 0.08295 -0.0995631 0.995031 0.0968 0.01378 0.990019 0.140935 0.992794 0.117486 -0.10036 0.994951
0.373128 1.66772 -0.0043 0.08322 -0.0516014 0.998668 0.0974 0.0092 0.995569 0.0940373 0.997229 0.0705851 -0.0519578 0.998649
0.458672 1.67012 -0.0003 0.08327 -0.00360271 0.999994 0.0977 0.00461 0.998889 0.0471328 0.999444 0.0235664 -0.00407716 0.999992
0.54417 1.6685 0.0035 0.08312 0.0420705 0.999115 0.0978 -0 1 -0 0.999446 -0.0235394 0.0421064 0.999113
0.62941 1.66285 0.0075 0.08277 0.0902428 0.99592 0.0976 -0.0046 0.998891 -0.0470789 0.99723 -0.0705525 0.090158 0.995927
0.714185 1.65315 0.0114 0.08221 0.137355 0.990522 0.0972 -0.00918 0.99557 -0.094026 0.992803 -0.117422 0.137174 0.990547
0.798285 1.63945 0.0153 0.08145 0.184616 0.982811 0.0966 -0.01374 0.990035 -0.140819 0.986175 -0.164027 0.184345 0.982861
0.881507 1.6218 0.0191 0.0805 0.230858 0.972987 0.0958 -0.01826 0.982315 -0.187235 0.977377 -0.210197 0.230529 0.973065
0.96365 1.60025 0.0228 0.07934 0.276193 0.961102 0.0948 -0.02273 0.972438 -0.23316 0.966346 -0.256145 0.27688 0.960904
1.04449 1.57488 0.0265 0.07795 0.32187 0.946784 0.0934 -0.02715 0.960253 -0.279131 0.953113 -0.301688 0.321979 0.946747
1.12385 1.54575 0.0301 0.0765 0.366142 0.930559 0.0919 -0.0315 0.945973 -0.324245 0.937827 -0.346305 0.366877 0.930269
1.20157 1.51293 0.0337 0.0747 0.411227 0.911533 0.0901 -0.0357 0.929682 -0.368364 0.920201 -0.390695 0.411036 0.911619
1.27745 1.47653 0.037 0.0729 0.452588 0.89172 0.0882 -0.04 0.91072 -0.413025 0.900376 -0.43446 0.453829 0.891088
1.35125 1.43663 0.0405 0.0707 0.497064 0.867714 0.0859 -0.044 0.890033 -0.455896 0.878627 -0.476911 0.497102 0.867692
1.42285 1.39332 0.0436 0.0686 0.536398 0.843965 0.0836 -0.048 0.86722 -0.497925 0.854689 -0.518578 0.537577 0.843213
1.49208 1.34677 0.0468 0.0661 0.577846 0.816146 0.0809 -0.0518 0.842158 -0.539231 0.828825 -0.559 0.578159 0.815924
1.55873 1.29705 0.0498 0.0636 0.616509 0.787348 0.0782 -0.0555 0.815491 -0.578769 0.801123 -0.598018 0.617449 0.78661
1.62268 1.2443 0.0526 0.0608 0.654267 0.756263 0.0752 -0.059 0.786754 -0.617267 0.770962 -0.636398 0.654845 0.755763
1.68378 1.18867 0.0554 0.058 0.690713 0.723129 0.072 -0.0625 0.75517 -0.655529 0.738677 -0.673615 0.691168 0.722693
1.7419 1.13032 0.0579 0.0551 0.724406 0.689374 0.0687 -0.0658 0.722185 -0.6917 0.705023 -0.708771 0.725381 0.688346
1.7969 1.0694 0.0604 0.0519 0.758458 0.651722 0.0652 -0.0688 0.687862 -0.725842 0.669501 -0.7424 0.758732 0.651403
1.84862 1.00601 0.06266 0.0487 0.789569 0.613661 0.0616 -0.0718 0.65114 -0.758958 0.63193 -0.774629 0.790388 0.612605
1.89698 0.940352 0.06478 0.0454 0.818911 0.57392 0.05776 -0.0745 0.612721 -0.790299 0.592913 -0.804891 0.819584 0.572958
1.94185 0.872602 0.06674 0.0419 0.846927 0.531709 0.05385 -0.077 0.573105 -0.819482 0.552223 -0.83332 0.847311 0.531096
1.98315 0.802917 0.06852 0.0384 0.87235 0.488882 0.0498 -0.0794 0.531341 -0.847158 0.509703 -0.859982 0.8727 0.488256
2.0208 0.731472 0.07015 0.0348 0.895827 0.444402 0.04563 -0.0816 0.488066 -0.872807 0.465751 -0.884556 0.896111 0.44383
2.05468 0.658443 0.07159 0.0311 0.917192 0.398445 0.04136 -0.0836 0.443436 -0.896306 0.420642 -0.906879 0.917629 0.397436
2.0847 0.584013 0.07286 0.0273 0.936424 0.35087 0.03699 -0.0853 0.397849 -0.917451 0.374262 -0.926974 0.936558 0.350512
2.11085 0.508367 0.07394 0.0235 0.953024 0.302895 0.03254 -0.0869 0.350675 -0.936497 0.32652 -0.944845 0.953094 0.302676
2.13307 0.431695 0.07485 0.0197 0.967066 0.254525 0.02801 -0.0883 0.302366 -0.953192 0.277942 -0.960261 0.967224 0.253925
2.15132 0.35418 0.07557 0.0158 0.978835 0.204652 0.02343 -0.0894 0.253519 -0.967331 0.228619 -0.97318 0.97892 0.204242
2.16555 0.276012 0.07611 0.0119 0.987997 0.154476 0.01879 -0.0903 0.20372 -0.979029 0.178608 -0.983589 0.988117 0.153699
2.17572 0.19738 0.07647 0.0079 0.994706 0.102762 0.01412 -0.0909 0.153495 -0.988149 0.128008 -0.99144 0.994697 0.102849
2.18187 0.118475 0.076637 0.004 0.998641 0.0521232 0.00942 -0.0914 0.10252 -0.994731 0.0769243 -0.996706 0.998623 0.0524557
2.18395 0.0394898 0.076623 0 1 0 0.004713 -0.0917 0.0513281 -0.998682 0.0256641 -0.999341 1 0
2.18398 -0.039492 0.076628 0.0001 0.999999 0.001305 0 -0.0917 0 -1 -0.0256866 -0.99934 1 0.000652502
2.27838 -0.0419137 0.08134 0 1 0 0 -0.0971 0 -1 -0.0255581 -0.999346 1 0.000579273
2.27625 -0.125749 0.08136 -0.0042 0.99867 -0.0515538 -0.004975 -0.0972 -0.0511162 -0.998693 -0.0765283 -0.996742 0.998687 -0.0512289
