VARIABLES = "X", "Y", "Speed", "P", "M","H", "S", "Xvel", "Yvel","F0", "G0", "rho", "RES0", "RES1", "RES2", "RES3" 
ZONE T = "CELL CENTERS AT TIMESTEP 0 ", I = 129 , J = 64, F=POINT 

0.885567 -0.181793 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.717097 401.489 -140.394 225178
0.865675 -0.191195 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.67888 380.092 -174.518 213177
0.844855 -0.200225 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.402022 225.085 -25.6804 126240
0.82316 -0.208855 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.322941 180.809 0.515321 101408
0.800635 -0.217055 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.173606 97.1988 94.4688 54514.5
0.777335 -0.2248 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.0895053 -50.1124 335.636 -28105.8
0.75332 -0.232063 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.102101 -57.1643 352.163 -32060.9
0.728642 -0.23882 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.382416 -214.107 719.24 -120083
0.703363 -0.24505 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.312961 -175.221 688.846 -98273.8
0.677543 -0.250733 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.430249 -240.888 951.475 -135104
0.65124 -0.255845 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.446331 -249.893 1112.58 -140154
0.624518 -0.260363 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.474098 -265.439 1379.74 -148873
0.597445 -0.264272 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.42208 -236.314 1548.3 -132538
0.570087 -0.26756 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.344646 -192.961 1733.7 -108223
0.542507 -0.270205 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.238029 -133.268 1922.7 -74744.2
0.514772 -0.272195 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.104073 -58.2685 2222.02 -32680.2
0.486953 -0.273517 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.082995 46.4674 2405.69 26061.5
0.459112 -0.27416 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.307848 172.358 2635.43 96668.3
0.431323 -0.274115 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.57797 323.594 2873.82 181490
0.403653 -0.273377 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.910526 509.787 3165.34 285917
0.376167 -0.271935 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 1.32373 741.131 3498.66 415668
0.348935 -0.26979 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 1.69667 949.935 3591.81 532776
0.322028 -0.266945 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 2.22681 1246.75 3915.02 699247
0.29551 -0.263392 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 2.74578 1537.31 4103.16 862210
0.269448 -0.259138 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 3.49661 1957.69 4518.39 1.09798e+06
0.243907 -0.254188 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 4.18294 2341.95 4727.47 1.3135e+06
0.218952 -0.248547 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 4.98234 2789.52 4976.71 1.56452e+06
0.194645 -0.24223 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 5.91307 3310.62 5257.73 1.85678e+06
0.171047 -0.235247 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 6.91116 3869.43 5501.13 2.17019e+06
0.14822 -0.22761 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 8.13318 4553.62 5820.13 2.55392e+06
0.12622 -0.21934 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 9.46559 5299.6 6103.93 2.97231e+06
0.105108 -0.210455 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 10.8439 6071.29 6313.64 3.40512e+06
0.084936 -0.200967 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 12.5131 7005.82 6583.13 3.92926e+06
0.0657537 -0.19091 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 14.2002 7950.45 6749.67 4.45906e+06
0.0476115 -0.180308 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 16.1853 9061.82 6942.03 5.08238e+06
0.0305568 -0.16918 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 18.1383 10155.3 7006.7 5.69565e+06
0.0146335 -0.157568 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 20.5298 11494.2 7119.21 6.4466e+06
-0.000117017 -0.145492 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 23.065 12913.6 7143.51 7.24269e+06
-0.0136558 -0.132985 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 25.5066 14280.7 7010.93 8.0094e+06
-0.0259472 -0.120088 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 28.0774 15720 6791.38 8.81665e+06
-0.0369587 -0.106834 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 30.6227 17145.1 6444.4 9.61592e+06
-0.0466608 -0.0932592 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 33.2217 18600.2 5988.61 1.0432e+07
-0.0550272 -0.0794015 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 35.3701 19803 5344.57 1.11067e+07
-0.0620355 -0.0653015 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 37.1272 20786.8 4558.42 1.16584e+07
-0.067666 -0.0510007 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 38.2754 21429.7 3639.47 1.2019e+07
-0.0719025 -0.0365422 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 38.6336 21630.2 2620.24 1.21314e+07
-0.0747335 -0.02197 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 38.0432 21299.7 1552.79 1.1946e+07
-0.0761508 -0.00732939 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 36.5726 20476.3 508.28 1.14843e+07
-0.0761495 0.00733387 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 34.2616 19182.4 -450.125 1.07586e+07
-0.07473 0.021974 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 31.2713 17508.2 -1266.72 9.81959e+06
-0.0718968 0.0365455 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 27.7365 15529.1 -1899.47 8.70961e+06
-0.067658 0.0510027 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 23.9629 13416.4 -2331.71 7.52466e+06
-0.0620255 0.0653017 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 20.2062 11313.1 -2572.07 6.345e+06
-0.055015 0.0794003 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 16.639 9315.88 -2642.48 5.22487e+06
-0.0466465 0.0932573 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 13.5406 7581.15 -2602.52 4.25193e+06
-0.0369425 0.106833 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 10.4683 5860.99 -2397.28 3.28717e+06
-0.0259292 0.120083 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 8.27266 4631.71 -2217.36 2.59772e+06
-0.0136365 0.132975 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 6.40377 3585.35 -1992.81 2.01086e+06
-9.63625e-05 0.145478 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 4.89053 2738.12 -1761.66 1.53569e+06
0.0146554 0.15755 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 3.52495 1973.55 -1480.51 1.10688e+06
0.0305798 0.169162 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 2.75637 1543.24 -1325.42 865535
0.0476355 0.180283 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 2.10084 1176.22 -1163.43 659690
0.0657782 0.19088 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 1.55408 870.098 -1001.68 488000
0.08496 0.200933 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 1.22866 687.904 -907.567 385815
0.105135 0.210413 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.853031 477.596 -753.383 267862
0.12625 0.219297 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.911811 510.506 -833.498 286320
0.148245 0.227565 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.702117 393.102 -746.686 220474
0.17107 0.235195 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.691306 387.049 -782.862 217079
0.194667 0.242177 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.616528 345.182 -775.235 193598
0.218975 0.248493 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.689081 385.804 -900.496 216380
0.24393 0.254125 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.621992 348.242 -908.673 195313
0.269467 0.25907 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.687102 384.696 -1078.46 215759
0.295527 0.26332 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.62953 352.462 -1125.14 197680
0.322045 0.26687 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.624929 349.886 -1266.51 196236
0.348952 0.269715 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.590306 330.501 -1407.1 185364
0.376183 0.271855 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.516567 289.216 -1510.76 162209
0.403665 0.273295 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.451197 252.616 -1695.57 141681
0.431333 0.274033 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.337288 188.841 -1803.98 105913
0.45912 0.274077 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.219202 122.727 -2018.01 68832.3
0.486957 0.273435 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.0602659 33.7417 -2150.48 18924.3
0.514775 0.27211 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.120395 -67.4071 -2327.89 -37805.7
0.542507 0.27012 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.33271 -186.278 -2521.59 -104475
0.570088 0.267475 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.595748 -333.548 -2792.88 -187072
0.597445 0.26419 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.886883 -496.549 -2986.39 -278493
0.624515 0.26028 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -1.21473 -680.107 -3184.42 -381442
0.651232 0.255763 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -1.6134 -903.315 -3451.86 -506630
0.677533 0.250655 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -2.03247 -1137.94 -3658.29 -638221
0.703353 0.244972 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -2.52666 -1414.63 -3911.98 -793403
0.72863 0.238743 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -3.12729 -1750.91 -4229.05 -982009
0.753308 0.231988 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -3.721 -2083.32 -4446.27 -1.16844e+06
0.777323 0.224725 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -4.44348 -2487.82 -4738.27 -1.39531e+06
0.800617 0.216982 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -5.26542 -2948.01 -5043.1 -1.65341e+06
0.82314 0.208788 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -6.13213 -3433.27 -5302.77 -1.92557e+06
0.844838 0.200165 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -7.17799 -4018.82 -5627.45 -2.25398e+06
0.865657 0.191137 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -8.37739 -4690.34 -5970.49 -2.63061e+06
0.885545 0.181737 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -9.64093 -5397.78 -6257.15 -3.02737e+06
0.904463 0.171992 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -11.2357 -6290.64 -6641.35 -3.52814e+06
0.92236 0.161928 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -12.8637 -7202.14 -6927.29 -4.03936e+06
0.939198 0.151578 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -14.9074 -8346.36 -7304.29 -4.68111e+06
0.954935 0.140973 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -16.9997 -9517.81 -7562.89 -5.33812e+06
0.969533 0.13014 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -19.5796 -10962.2 -7879.6 -6.14824e+06
0.982962 0.119115 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -22.031 -12334.7 -7986.94 -6.918e+06
0.995178 0.10793 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -25.2678 -14147 -8206.63 -7.93442e+06
1.00616 0.096615 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -29.4549 -16491.3 -8493.14 -9.24923e+06
1.0159 0.0852067 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -33.1365 -18552.5 -8365.35 -1.04053e+07
1.02437 0.073737 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -35.9519 -20128.8 -7851.07 -1.12893e+07
1.03155 0.0622405 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -41.9513 -23487.7 -7753.21 -1.31732e+07
1.03743 0.0507525 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -44.5075 -24918.9 -6725.79 -1.39759e+07
1.042 0.039307 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -46.8192 -26213.2 -5545.45 -1.47018e+07
1.04525 0.0279365 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -51.0084 -28558.6 -4355.46 -1.60173e+07
1.0472 0.0166708 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -91.7442 -51365.8 -3220.79 -2.88088e+07
1.04785 0.00553375 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -47.2722 -26466.8 581.494 -1.48441e+07
1.04785 -0.005534 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -43.1053 -24133.8 712.965 -1.35356e+07
1.06225 -0.00634775 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -38.912 -21786.1 580.617 -1.22189e+07
1.0616 -0.0191043 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -33.4291 -18716.3 1553.66 -1.04972e+07
1.0596 -0.0319712 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -27.738 -15530 2170.76 -8.71008e+06
1.05628 -0.0449225 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -23.1197 -12944.3 2555.09 -7.25987e+06
1.05163 -0.0579278 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -17.8117 -9972.42 2581.64 -5.59309e+06
1.0456 -0.0709532 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -14.6421 -8197.84 2627.72 -4.59781e+06
1.03825 -0.0839627 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -9.76522 -5467.36 2191.3 -3.0664e+06
1.0296 -0.0969202 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -7.12994 -3991.92 1903.4 -2.23889e+06
1.01967 -0.109788 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -5.10632 -2858.94 1643.83 -1.60345e+06
1.00843 -0.12253 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -4.1392 -2317.46 1524.38 -1.29976e+06
0.995902 -0.13511 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -1.26025 -705.589 752.54 -395734
0.982163 -0.14749 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -1.03904 -581.741 718.981 -326273
0.967213 -0.159635 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.497986 -278.813 522.031 -156374
0.951093 -0.17151 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.388179 -217.334 478.448 -121893
0.93384 -0.183083 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.175616 -98.3244 380.754 -55145.8
0.915495 -0.19432 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.19118 -107.038 384.226 -60032.9
0.896097 -0.205185 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.0976786 -54.6884 330.617 -30672.3
0.875695 -0.215647 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.116467 -65.2076 339.323 -36572.1
0.85434 -0.22568 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.114673 -64.2032 332.743 -36008.7
0.83208 -0.23525 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.325428 -182.201 490.29 -102189
0.808962 -0.244322 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.429445 -240.438 595.496 -134851
0.785045 -0.252873 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.437976 -245.215 635.947 -137530
0.760387 -0.260875 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.642092 -359.495 893.722 -201625
0.735045 -0.268305 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.542602 -303.793 856.397 -170384
0.709078 -0.275135 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.72011 -403.176 1182.91 -226124
0.68255 -0.28134 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.658815 -368.858 1244.72 -206876
0.655527 -0.286903 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.636499 -356.364 1394.33 -199869
0.628068 -0.291795 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.631669 -353.66 1639.16 -198352
0.60024 -0.296003 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.543929 -304.536 1791.56 -170801
0.572115 -0.29951 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.452747 -253.484 2036.55 -142168
0.543758 -0.302297 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.307172 -171.98 2241.45 -96456.1
0.515238 -0.30435 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 -0.118627 -66.4173 2391.78 -37250.5
0.486625 -0.305658 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.100584 56.3149 2648.94 31584.5
0.45799 -0.306208 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.366141 204.995 2856.49 114973
0.429402 -0.305993 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.686306 384.25 3109.14 215509
0.400935 -0.305007 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 1.04645 585.888 3314.72 328599
0.372652 -0.30324 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 1.45568 815.01 3528.93 457103
0.344627 -0.300695 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 1.95936 1097.01 3825.28 615263
0.316933 -0.297375 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 2.53443 1418.98 4111.42 795844
0.289635 -0.293275 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 3.13103 1753 4315.85 983183
0.262805 -0.2884 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 3.75303 2101.25 4473.65 1.1785e+06
0.23651 -0.282762 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 4.52712 2534.65 4729.8 1.42157e+06
0.210818 -0.276367 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 5.44049 3046.03 5029.36 1.70838e+06
0.185787 -0.269227 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 6.43402 3602.29 5298.49 2.02036e+06
0.161488 -0.261358 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 7.49601 4196.88 5528.47 2.35384e+06
0.137978 -0.252773 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 8.67293 4855.81 5751.5 2.72341e+06
0.115317 -0.243495 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 9.89685 5541.06 5918.94 3.10774e+06
0.093571 -0.233542 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 11.4358 6402.68 6178.5 3.59098e+06
0.0727903 -0.222937 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 12.9128 7229.64 6307.56 4.05479e+06
0.053028 -0.21171 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 14.7415 8253.5 6510.26 4.62902e+06
0.0343367 -0.199887 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 16.4877 9231.16 6574.59 5.17735e+06
0.0167648 -0.187497 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 18.6091 10418.9 6686.69 5.84348e+06
0.000358035 -0.174575 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 20.7822 11635.6 6702.27 6.52588e+06
-0.0148405 -0.16115 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 22.7733 12750.3 6561.39 7.15111e+06
-0.028791 -0.14726 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 25.1274 14068.4 6429.22 7.89034e+06
-0.0414563 -0.132948 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 27.4028 15342.3 6172.29 8.60482e+06
-0.0528025 -0.118247 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 29.7908 16679.3 5837.83 9.3547e+06
-0.0627995 -0.103201 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 31.5736 17677.4 5298.21 9.9145e+06
-0.07142 -0.0878498 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 33.4793 18744.4 4709.7 1.05129e+07
-0.0786408 -0.0722375 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 34.7349 19447.4 3969.05 1.09072e+07
-0.0844415 -0.0564102 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 35.4831 19866.3 3138.81 1.11422e+07
-0.088806 -0.0404137 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 35.6906 19982.5 2251.4 1.12073e+07
-0.0917235 -0.0242958 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 35.1253 19666 1332.7 1.10298e+07
-0.0931842 -0.00810487 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 33.8829 18970.4 436.75 1.06397e+07
-0.0931813 0.00811038 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 31.9659 17897.1 -391.751 1.00377e+07
-0.0917178 0.0243007 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 29.4352 16480.2 -1108.55 9.24303e+06
-0.088799 0.0404178 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 26.5889 14886.6 -1688.13 8.34926e+06
-0.0844317 0.0564127 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 23.4486 13128.4 -2111.01 7.36315e+06
-0.0786285 0.0722385 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 20.3192 11376.3 -2386.08 6.38049e+06
-0.071405 0.0878495 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 17.2702 9669.25 -2522.69 5.42305e+06
-0.062782 0.1032 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 14.2414 7973.48 -2511.66 4.47197e+06
-0.052783 0.118245 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 11.8796 6651.18 -2469.31 3.73035e+06
-0.0414345 0.13294 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 9.77071 5470.44 -2363.21 3.06813e+06
-0.0287675 0.14725 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 7.73104 4328.46 -2160.37 2.42765e+06
-0.0148153 0.161135 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 6.19685 3469.5 -1979.33 1.94589e+06
0.000384965 0.174552 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 5.02918 2815.74 -1824.2 1.57923e+06
0.0167928 0.187472 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 4.0327 2257.84 -1658.08 1.26632e+06
0.0343658 0.19986 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 3.21087 1797.7 -1493.74 1.00825e+06
0.0530578 0.211678 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 2.61703 1465.23 -1370.2 821781
0.0728203 0.2229 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 2.16494 1212.11 -1271.22 679819
0.093602 0.233497 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 1.85884 1040.73 -1215.36 583699
0.115351 0.243445 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 1.53825 861.24 -1127.78 483032
0.138008 0.25272 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 1.46942 822.703 -1175.87 461418
0.161515 0.261298 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 1.21915 682.582 -1096.78 382830
0.185815 0.269165 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 1.22601 686.422 -1198.43 384984
0.210845 0.276303 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 1.04698 586.184 -1154.31 328765
0.236538 0.282693 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 1.04702 586.207 -1269.82 328778
0.26283 0.288325 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.976437 546.689 -1331.63 306614
0.28966 0.293193 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.931461 521.508 -1443.89 292491
0.316955 0.29729 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.81555 456.611 -1478.5 256093
0.344647 0.30061 281.518 101325 0.85 314013 3295.47 281.518 0 364.003 0 1.293 0.749508 419.636 -1606.34 235355
